Player,Min,Deflections,off_LB,def_LB,charges,contested_shots,Season
Brook Lopez,2411,107,17,23,0,1234,2023-24
Chet Holmgren,2413,96,23,20,4,951,2023-24
Anthony Davis,2700,194,47,29,1,848,2023-24
Rudy Gobert,2593,124,18,12,1,834,2023-24
Nic Claxton,2116,112,22,19,0,772,2023-24
Jarrett Allen,2442,124,36,18,0,738,2023-24
Myles Turner,2076,111,13,9,3,679,2023-24
Ivica Zubac,1795,40,24,11,0,669,2023-24
Daniel Gafford,1814,115,21,24,5,653,2023-24
Victor Wembanyama,2106,204,17,20,11,644,2023-24
Domantas Sabonis,2928,159,43,29,2,643,2023-24
Clint Capela,1883,86,33,18,14,625,2023-24
Nikola Vucevic,2610,137,21,17,1,624,2023-24
Zach Collins,1526,74,14,14,2,612,2023-24
Jusuf Nurkic,2078,166,35,24,1,567,2023-24
Nikola Jokic,2737,237,30,24,4,556,2023-24
Isaiah Hartenstein,1896,146,28,28,0,553,2023-24
Jaren Jackson Jr.,2124,180,30,22,2,549,2023-24
Precious Achiuwa,1624,95,32,15,3,542,2023-24
Jabari Smith Jr.,2424,129,27,23,0,539,2023-24
Paul Reed,1589,168,41,26,0,535,2023-24
Al Horford,1740,65,7,19,0,527,2023-24
Jonas Valanciunas,1925,52,20,22,0,524,2023-24
Bogdan Bogdanovic,2401,183,19,21,0,507,2023-24
Jeremy Sochan,2193,136,29,24,0,490,2023-24
Coby White,2881,88,29,43,10,489,2023-24
Derrick White,2381,153,14,24,7,480,2023-24
Bam Adebayo,2416,157,33,30,2,476,2023-24
Paolo Banchero,2799,112,21,23,0,476,2023-24
Giannis Antetokounmpo,2567,159,37,25,1,473,2023-24
Miles Bridges,2581,106,19,23,2,472,2023-24
Deni Avdija,2257,96,25,21,0,469,2023-24
Aaron Nesmith,1995,114,24,23,8,464,2023-24
Herbert Jones,2321,195,22,29,12,463,2023-24
P.J. Washington,2221,159,27,17,0,457,2023-24
Shai Gilgeous-Alexander,2553,263,27,43,0,450,2023-24
Kevin Durant,2791,117,25,32,4,443,2023-24
Paul George,2502,218,25,27,5,438,2023-24
Nick Richards,1759,49,21,10,1,437,2023-24
Naz Reid,1964,103,17,15,1,435,2023-24
John Collins,1901,63,39,19,7,433,2023-24
Harrison Barnes,2381,101,20,14,0,431,2023-24
Pascal Siakam,2658,122,29,36,1,429,2023-24
Austin Reaves,2629,106,38,42,8,428,2023-24
Kevon Looney,1194,39,18,11,0,425,2023-24
Peyton Watson,1488,80,17,24,0,425,2023-24
Trayce Jackson-Davis,1130,50,9,10,0,425,2023-24
Keegan Murray,2589,127,28,36,13,421,2023-24
Brandon Miller,2383,126,23,26,11,413,2023-24
Bobby Portis,2008,136,20,25,0,399,2023-24
Grayson Allen,2513,158,26,33,1,391,2023-24
Buddy Hield,2160,137,25,28,0,388,2023-24
Ayo Dosunmu,2212,101,25,36,0,384,2023-24
Grant Williams,2130,77,23,13,12,383,2023-24
Andrew Wiggins,1920,88,27,14,0,379,2023-24
Jaden McDaniels,2105,140,20,25,0,374,2023-24
Kyle Kuzma,2281,56,12,14,5,371,2023-24
Kawhi Leonard,2330,192,38,43,3,368,2023-24
Josh Hart,2707,150,40,40,6,363,2023-24
Jonathan Kuminga,1949,92,25,28,1,362,2023-24
Andre Drummond,1351,122,15,19,2,361,2023-24
Corey Kispert,2067,67,14,14,2,359,2023-24
Alex Caruso,2040,265,34,39,12,355,2023-24
Jaime Jaquez Jr.,2113,140,21,24,1,355,2023-24
Dorian Finney-Smith,1935,111,16,21,0,354,2023-24
Jrue Holiday,2263,155,25,27,6,349,2023-24
Aaron Gordon,2297,100,23,20,2,346,2023-24
Franz Wagner,2337,143,25,30,4,346,2023-24
Max Strus,2239,116,15,22,5,341,2023-24
Dillon Brooks,2227,103,12,17,0,340,2023-24
Duop Reath,1214,64,12,5,4,338,2023-24
Jeff Green,1307,43,9,7,2,337,2023-24
Mikal Bridges,2854,124,27,23,1,337,2023-24
Kelly Olynyk,1759,176,21,15,10,336,2023-24
Luguentz Dort,2246,133,23,44,4,335,2023-24
Luka Doncic,2624,184,35,42,7,333,2023-24
Jalen Green,2601,124,19,18,3,331,2023-24
Ochai Agbaji,1642,77,10,12,0,330,2023-24
Moritz Wagner,1415,93,19,17,24,326,2023-24
Haywood Highsmith,1366,111,13,19,0,322,2023-24
DeMar DeRozan,2989,137,26,23,5,320,2023-24
James Harden,2470,137,21,31,0,320,2023-24
Jaylin Williams,897,52,7,13,19,319,2023-24
Tobias Harris,2368,110,26,29,0,318,2023-24
CJ McCollum,2159,97,31,27,1,317,2023-24
Josh Giddey,2012,89,32,24,0,317,2023-24
Michael Porter Jr.,2565,86,24,8,0,316,2023-24
Jaxson Hayes,877,60,7,11,0,312,2023-24
Jaden Ivey,2218,102,42,20,1,308,2023-24
De'Aaron Fox,2659,269,32,38,3,306,2023-24
Georges Niang,1831,72,15,13,3,306,2023-24
Toumani Camara,1739,141,23,21,13,306,2023-24
Rui Hachimura,1825,87,16,18,2,305,2023-24
Cason Wallace,1692,160,14,27,0,304,2023-24
Stephen Curry,2422,117,27,28,7,303,2023-24
Immanuel Quickley,1985,88,17,22,0,302,2023-24
Spencer Dinwiddie,2152,85,11,11,0,298,2023-24
Taurean Prince,2108,120,10,36,11,297,2023-24
Jalen Suggs,2025,190,24,39,7,292,2023-24
Jaylen Brown,2343,125,40,34,1,291,2023-24
Obi Toppin,1731,82,17,21,0,291,2023-24
Pat Connaughton,1676,66,14,22,2,291,2023-24
Zion Williamson,2207,143,45,23,1,289,2023-24
Devin Booker,2447,104,35,34,1,288,2023-24
Kyle Anderson,1782,158,12,11,0,285,2023-24
Drew Eubanks,1169,82,9,8,4,284,2023-24
Klay Thompson,2284,81,23,13,0,284,2023-24
Isaac Okoro,1887,106,22,18,6,283,2023-24
Fred VanVleet,2684,224,18,29,0,282,2023-24
Jalen Williams,2224,195,22,29,1,282,2023-24
Jalen Brunson,2726,112,28,30,35,281,2023-24
Dejounte Murray,2783,235,26,33,0,280,2023-24
Christian Braun,1656,64,19,21,3,279,2023-24
Sam Hauser,1741,72,12,11,1,278,2023-24
Jayson Tatum,2645,146,24,23,0,274,2023-24
Reggie Jackson,1817,87,19,14,5,271,2023-24
Derrick Jones Jr.,1783,122,30,15,1,270,2023-24
LeBron James,2504,128,20,19,8,269,2023-24
Bruce Brown,1865,115,19,12,0,268,2023-24
Dennis Schroder,2486,107,28,39,3,267,2023-24
Donte DiVincenzo,2360,241,24,32,1,264,2023-24
Cam Thomas,2075,63,16,16,0,263,2023-24
Caris LeVert,1958,146,17,20,0,262,2023-24
Tim Hardaway Jr.,2120,67,17,21,21,258,2023-24
Simone Fontecchio,1644,73,18,18,1,257,2023-24
Keldon Johnson,2038,95,30,16,2,253,2023-24
Malik Monk,1872,96,17,19,2,253,2023-24
Jordan Poole,2346,141,19,31,1,248,2023-24
Aaron Wiggins,1228,113,13,20,1,245,2023-24
Julian Champagnie,1468,92,8,21,0,243,2023-24
Nickeil Alexander-Walker,1921,157,19,21,5,240,2023-24
Anthony Edwards,2770,160,32,40,0,238,2023-24
Royce O'Neale,1954,125,10,19,1,238,2023-24
Brandin Podziemski,1968,117,21,29,38,237,2023-24
Tyrese Haliburton,2224,154,20,32,0,230,2023-24
Malik Beasley,2337,110,10,19,2,228,2023-24
Jabari Walker,1701,76,13,17,4,225,2023-24
Jae'Sean Tate,1031,78,18,21,10,225,2023-24
Duncan Robinson,1906,94,10,19,3,223,2023-24
Kelly Oubre Jr.,2055,166,28,23,5,221,2023-24
Tyrese Maxey,2626,111,20,46,3,221,2023-24
Max Christie,944,29,10,7,0,219,2023-24
Andrew Nembhard,1697,109,21,21,4,218,2023-24
D'Angelo Russell,2484,166,16,25,2,215,2023-24
Anthony Black,1164,78,14,14,2,211,2023-24
Isaiah Joe,1445,68,13,17,19,209,2023-24
Cole Anthony,1817,124,25,26,1,207,2023-24
Norman Powell,1990,93,12,16,0,206,2023-24
Jordan Hawkins,1161,23,15,8,1,197,2023-24
Damian Lillard,2578,180,24,28,5,196,2023-24
Tre Jones,2138,170,23,37,8,196,2023-24
Keyonte George,2023,56,10,20,6,195,2023-24
Miles McBride,1328,117,8,9,9,195,2023-24
Devin Vassell,2248,142,14,25,0,194,2023-24
Mike Conley,2193,168,23,26,1,192,2023-24
Naji Marshall,1257,98,14,11,1,191,2023-24
Amir Coffey,1461,65,6,8,1,189,2023-24
Kris Dunn,1249,145,15,23,0,189,2023-24
Cedi Osman,1269,68,13,14,4,188,2023-24
Terance Mann,1873,71,14,12,1,188,2023-24
Moses Moody,1156,80,18,26,10,187,2023-24
Kentavious Caldwell-Pope,2402,183,27,30,0,179,2023-24
Marcus Sasser,1351,82,10,17,1,170,2023-24
Collin Sexton,2075,130,36,25,1,169,2023-24
Patrick Beverley,1463,95,14,21,6,166,2023-24
Matisse Thybulle,1487,220,8,21,1,162,2023-24
Malaki Branham,1594,40,18,15,0,158,2023-24
Alec Burks,1212,44,13,10,1,153,2023-24
Aaron Holiday,1269,76,12,12,1,151,2023-24
Kenrich Williams,1029,78,7,17,13,149,2023-24
David Roddy,1177,57,12,10,0,146,2023-24
Davion Mitchell,1101,41,9,13,5,132,2023-24
Eric Gordon,1893,99,13,22,0,132,2023-24
Russell Westbrook,1529,124,27,28,5,132,2023-24
Payton Pritchard,1826,81,18,25,0,130,2023-24
Garrison Mathews,992,27,5,4,15,126,2023-24
Cameron Payne,1304,108,8,12,6,117,2023-24
Tyus Jones,1933,127,12,23,0,117,2023-24
Jevon Carter,1004,90,7,12,2,112,2023-24
Malachi Flynn,877,60,17,20,0,111,2023-24
Gary Trent Jr.,1994,146,16,25,1,106,2023-24
Jaden Hardy,989,45,9,5,6,95,2023-24
T.J. McConnell,1291,142,15,38,7,93,2023-24
Joe Ingles,1169,65,7,10,1,61,2023-24
Brook Lopez,2372,77,16,13,0,1360,2022-23
Nic Claxton,2271,173,18,18,0,919,2022-23
Evan Mobley,2715,145,30,24,1,895,2022-23
Ivica Zubac,2169,52,17,22,0,869,2022-23
Walker Kessler,1703,59,21,9,0,801,2022-23
Kevon Looney,1958,93,11,15,0,773,2022-23
Jarrett Allen,2220,102,31,21,4,756,2022-23
Domantas Sabonis,2736,123,30,22,3,752,2022-23
Draymond Green,2298,201,16,17,13,735,2022-23
Kristaps Porzingis,2120,84,15,15,0,733,2022-23
Rudy Gobert,2148,101,10,12,1,708,2022-23
Jaren Jackson Jr.,1788,124,20,27,0,683,2022-23
Joel Embiid,2284,97,36,23,2,673,2022-23
Jakob Poeltl,1906,144,13,20,3,672,2022-23
Nikola Vucevic,2746,164,21,20,1,672,2022-23
Myles Turner,1825,80,17,9,0,667,2022-23
Onyeka Okongwu,1849,100,23,16,1,649,2022-23
Deandre Ayton,2035,76,16,12,0,643,2022-23
Zach Collins,1441,59,12,12,4,640,2022-23
Al Horford,1921,75,19,10,0,636,2022-23
Alperen Sengun,2171,133,25,17,9,628,2022-23
John Collins,2130,61,18,16,14,626,2022-23
Jabari Smith Jr.,2451,127,25,13,0,609,2022-23
Clint Capela,1730,69,21,13,16,597,2022-23
Nikola Jokic,2323,218,30,20,4,586,2022-23
Daniel Gafford,1604,78,21,17,1,567,2022-23
Dwight Powell,1458,91,17,15,1,565,2022-23
Jaden McDaniels,2417,178,13,22,1,558,2022-23
Bam Adebayo,2598,134,33,18,2,556,2022-23
Harrison Barnes,2662,91,18,12,7,537,2022-23
Jalen Duren,1670,64,16,16,0,536,2022-23
Scottie Barnes,2678,146,30,24,1,532,2022-23
Jonas Valanciunas,1968,56,19,12,0,525,2022-23
Mitchell Robinson,1589,106,21,13,0,521,2022-23
P.J. Washington,2380,137,23,19,0,521,2022-23
Christian Wood,1738,41,14,19,0,514,2022-23
Derrick White,2319,130,12,20,13,507,2022-23
Santi Aldama,1682,70,12,6,3,502,2022-23
Isaiah Hartenstein,1628,107,20,19,3,488,2022-23
Lauri Markkanen,2272,87,20,5,0,482,2022-23
Drew Eubanks,1584,97,21,9,8,481,2022-23
Paolo Banchero,2430,90,15,19,6,473,2022-23
Mason Plumlee,2053,118,33,14,1,472,2022-23
Kelly Olynyk,1942,131,13,18,12,470,2022-23
Shai Gilgeous-Alexander,2416,244,32,39,0,469,2022-23
Pascal Siakam,2652,153,30,26,2,454,2022-23
Franz Wagner,2609,159,15,22,2,452,2022-23
Patrick Williams,2323,153,14,19,2,450,2022-23
Julius Randle,2737,99,42,19,0,445,2022-23
Buddy Hield,2482,170,34,33,0,443,2022-23
Mikal Bridges,2963,165,28,25,0,442,2022-23
Zach LaVine,2768,96,25,12,0,437,2022-23
Keegan Murray,2382,102,22,16,10,434,2022-23
OG Anunoby,2386,241,28,30,9,434,2022-23
Immanuel Quickley,2344,127,20,30,1,425,2022-23
Torrey Craig,1948,106,22,21,3,423,2022-23
Bol Bol,1505,51,13,9,0,419,2022-23
Isaiah Jackson,1042,67,17,9,1,418,2022-23
Ayo Dosunmu,2098,110,18,27,1,417,2022-23
Nick Richards,1218,37,7,4,2,416,2022-23
Deni Avdija,2020,95,27,24,0,415,2022-23
Giannis Antetokounmpo,2024,95,35,23,3,414,2022-23
Jalen Smith,1279,29,7,9,7,414,2022-23
Trey Murphy III,2448,141,13,14,0,413,2022-23
Herbert Jones,1951,222,22,27,19,406,2022-23
Dorian Finney-Smith,2009,100,28,20,0,403,2022-23
Bruce Brown,2279,165,18,21,0,402,2022-23
Naz Reid,1251,89,11,11,5,400,2022-23
Wenyen Gabriel,1024,78,21,11,0,398,2022-23
Aaron Nesmith,1816,109,11,23,12,396,2022-23
CJ McCollum,2649,112,26,24,2,394,2022-23
Jalen McDaniels,1913,158,17,15,0,393,2022-23
Bobby Portis,1818,58,23,14,0,388,2022-23
RJ Barrett,2476,56,23,24,0,388,2022-23
Max Strus,2272,88,10,18,9,383,2022-23
De'Andre Hunter,2126,92,14,12,4,382,2022-23
Jayson Tatum,2732,159,36,30,0,382,2022-23
Luguentz Dort,2272,116,24,35,6,379,2022-23
Xavier Tillman,1180,98,18,15,0,378,2022-23
Aaron Gordon,2055,79,28,23,1,374,2022-23
Nicolas Batum,1710,120,9,17,2,372,2022-23
Kevin Huerter,2203,160,20,17,0,370,2022-23
Josh Hart,2454,135,37,33,0,368,2022-23
Luke Kornet,804,18,8,4,0,366,2022-23
Grant Williams,2045,68,28,15,6,362,2022-23
De'Aaron Fox,2435,196,31,17,5,361,2022-23
Royce O'Neale,2409,122,18,20,1,360,2022-23
Troy Brown Jr.,1860,97,17,12,1,360,2022-23
DeMar DeRozan,2682,136,21,23,13,359,2022-23
Anthony Edwards,2841,204,25,24,0,358,2022-23
Quentin Grimes,2121,96,17,21,1,358,2022-23
Tari Eason,1767,162,36,36,0,358,2022-23
Thomas Bryant,1082,32,9,9,0,358,2022-23
Jalen Brunson,2379,103,37,23,27,357,2022-23
Jock Landale,979,51,10,3,0,356,2022-23
Jalen Williams,2276,155,25,24,6,355,2022-23
Alex Caruso,1575,227,14,25,14,354,2022-23
Chris Boucher,1523,74,13,14,10,353,2022-23
Killian Hayes,2154,216,16,32,8,350,2022-23
Bismack Biyombo,874,44,11,7,0,349,2022-23
Josh Giddey,2367,105,19,16,1,346,2022-23
Kyle Anderson,1957,166,14,20,1,343,2022-23
Jamal Murray,2133,121,22,25,5,339,2022-23
Jaylen Brown,2405,138,38,23,1,339,2022-23
Austin Reaves,1843,67,13,14,19,337,2022-23
Corey Kispert,2093,57,10,13,0,337,2022-23
Spencer Dinwiddie,2725,89,15,15,4,336,2022-23
Anthony Lamb,1195,57,16,11,6,335,2022-23
Jarred Vanderbilt,1880,173,27,28,0,333,2022-23
Coby White,1730,69,11,29,8,332,2022-23
Aaron Wiggins,1297,85,20,13,1,331,2022-23
Kyle Kuzma,2239,66,17,19,5,330,2022-23
Luka Doncic,2391,191,30,26,4,330,2022-23
Jrue Holiday,2183,167,28,25,1,327,2022-23
KJ Martin,2292,66,23,16,1,322,2022-23
Jonathan Kuminga,1394,86,17,9,2,320,2022-23
P.J. Tucker,1920,89,18,19,5,320,2022-23
Caleb Martin,2078,139,23,20,16,315,2022-23
Mike Muscala,945,32,11,6,0,313,2022-23
Christian Koloko,802,41,5,9,0,310,2022-23
Jerami Grant,2246,86,16,4,8,309,2022-23
Tyler Herro,2335,90,13,20,0,308,2022-23
De'Anthony Melton,2150,234,28,24,0,305,2022-23
Usman Garuba,970,70,15,9,3,301,2022-23
Paul Reed,755,79,15,13,1,300,2022-23
Caris LeVert,2237,146,28,33,6,294,2022-23
Jalen Green,2602,93,25,19,0,292,2022-23
Jordan Poole,2458,138,28,21,3,292,2022-23
Kevin Porter Jr.,2024,144,24,21,3,292,2022-23
Desmond Bane,1841,106,12,16,0,288,2022-23
Joe Harris,1527,55,13,18,0,288,2022-23
Fred VanVleet,2535,262,19,45,1,286,2022-23
Jaden Ivey,2304,113,33,18,1,285,2022-23
Anfernee Simons,2171,101,11,16,2,283,2022-23
Dillon Brooks,2214,152,10,20,1,280,2022-23
Klay Thompson,2279,98,7,18,0,280,2022-23
Reggie Jackson,1657,70,15,18,3,279,2022-23
Tim Hardaway Jr.,2152,69,12,12,21,279,2022-23
Gabe Vincent,1759,130,14,13,8,278,2022-23
Bojan Bogdanovic,1893,56,17,11,0,277,2022-23
Donte DiVincenzo,1894,179,24,19,0,276,2022-23
Keldon Johnson,2063,100,25,9,0,275,2022-23
Trey Lyles,1247,59,8,11,10,275,2022-23
Kyrie Irving,2241,126,31,29,5,274,2022-23
Rui Hachimura,1466,55,14,9,2,274,2022-23
Dyson Daniels,1042,90,11,13,3,273,2022-23
Isaac Okoro,1653,104,17,16,0,273,2022-23
Tobias Harris,2436,102,21,24,0,273,2022-23
D'Angelo Russell,2304,156,22,16,2,272,2022-23
Lamar Stevens,1121,54,13,12,0,270,2022-23
Andrew Nembhard,2074,138,18,24,15,269,2022-23
John Konchar,1494,143,13,16,7,266,2022-23
Tre Jones,1984,177,19,29,10,266,2022-23
Shaedon Sharpe,1779,68,10,10,3,264,2022-23
James Harden,2135,119,24,21,3,261,2022-23
Trendon Watford,1182,67,7,7,7,261,2022-23
Russell Westbrook,2126,130,27,23,5,259,2022-23
Dejounte Murray,2693,232,27,32,0,257,2022-23
Keita Bates-Diop,1453,94,12,11,0,257,2022-23
Malcolm Brogdon,1744,75,17,24,0,257,2022-23
Georges Niang,1512,48,10,15,9,254,2022-23
Pat Connaughton,1443,53,13,10,1,254,2022-23
Marcus Smart,1957,157,19,27,11,253,2022-23
Yuta Watanabe,928,35,10,5,1,253,2022-23
Andre Drummond,849,81,11,11,2,252,2022-23
Jordan Clarkson,1988,84,22,18,0,251,2022-23
Larry Nance Jr.,1381,123,18,13,11,251,2022-23
Naji Marshall,1792,110,11,11,1,251,2022-23
Saddiq Bey,2129,114,26,33,0,251,2022-23
Dennis Schroder,1986,106,22,18,10,250,2022-23
Grayson Allen,1972,113,17,21,3,249,2022-23
Sam Hauser,1290,61,14,14,1,245,2022-23
Ochai Agbaji,1209,50,9,12,1,243,2022-23
JT Thor,969,34,4,5,0,241,2022-23
Darius Garland,2447,138,15,24,7,240,2022-23
Christian Braun,1181,56,6,3,2,239,2022-23
Markelle Fultz,1778,136,22,30,0,239,2022-23
Donovan Mitchell,2432,166,37,34,2,238,2022-23
Terance Mann,1872,102,21,9,1,235,2022-23
Bennedict Mathurin,2222,92,24,22,2,233,2022-23
David Roddy,1259,49,12,10,4,231,2022-23
Malik Monk,1719,92,19,9,1,230,2022-23
Reggie Bullock Jr.,2365,99,14,17,0,229,2022-23
Patrick Beverley,1817,129,19,14,21,228,2022-23
Michael Porter Jr.,1798,80,12,16,0,226,2022-23
Davion Mitchell,1447,71,8,15,15,225,2022-23
Chimezie Metu,689,47,8,5,0,221,2022-23
Cory Joseph,1227,54,11,12,2,215,2022-23
Terry Rozier,2221,106,26,24,2,214,2022-23
Cole Anthony,1552,68,18,20,2,213,2022-23
Mike Conley,2028,118,19,19,4,212,2022-23
Josh Okogie,1351,133,12,16,5,209,2022-23
Malik Beasley,2093,98,11,19,1,209,2022-23
Derrick Jones Jr.,893,65,10,9,0,208,2022-23
Jalen Johnson,1042,91,2,12,2,208,2022-23
AJ Griffin,1401,64,15,16,0,207,2022-23
Tyrese Maxey,2016,65,11,21,1,207,2022-23
Jimmy Butler,2138,204,21,19,5,206,2022-23
