Player,Team,Age,Position,GP,DFGM,DFGA,DFG_PCT,FG_PCT,Season
T.J. Warren,PHX,23,F,63,223,513,43.5,45.3,2016-17
Dwight Howard,ATL,31,C,74,319,732,43.6,48.2,2016-17
Thaddeus Young,IND,29,F,73,366,838,43.7,46.1,2016-17
Carmelo Anthony,NYK,33,F,74,324,741,43.7,45.5,2016-17
Tyler Johnson,MIA,25,G,73,319,730,43.7,43.8,2016-17
Aaron Gordon,ORL,21,F,80,314,719,43.7,45.5,2016-17
Evan Fournier,ORL,24,G,68,276,630,43.8,44.7,2016-17
James Ennis III,MEM,26,F,63,199,454,43.8,45.5,2016-17
Evan Turner,POR,28,G-F,65,272,619,43.9,45.2,2016-17
Troy Daniels,MEM,25,G,65,168,383,43.9,43.8,2016-17
Blake Griffin,LAC,28,F,61,343,780,44,46.5,2016-17
David Lee,SAS,34,F-C,78,286,650,44,46,2016-17
Jared Dudley,PHX,31,F,64,243,552,44,46.1,2016-17
Mike Conley,MEM,29,G,69,354,803,44.1,45,2016-17
Stephen Curry,GSW,29,G,79,318,721,44.1,44.3,2016-17
Trevor Booker,BKN,29,F,70,302,685,44.1,46.2,2016-17
Kawhi Leonard,SAS,26,F,73,290,657,44.1,45.7,2016-17
Devin Harris,DAL,34,G,63,134,304,44.1,44.7,2016-17
Kemba Walker,CHA,27,G,79,410,928,44.2,44.7,2016-17
Ersan Ilyasova,ATL,30,F,82,337,762,44.2,45.9,2016-17
Jerian Grant,CHI,24,G,60,155,351,44.2,44.7,2016-17
Wesley Matthews,DAL,30,G-F,72,328,740,44.3,45.2,2016-17
Goran Dragic,MIA,31,G,73,313,705,44.4,44.5,2016-17
DeMar DeRozan,TOR,27,G,73,257,579,44.4,44.8,2016-17
Tony Allen,MEM,35,G-F,70,237,534,44.4,45.2,2016-17
Randy Foye,BKN,33,G,67,165,372,44.4,44.6,2016-17
Garrett Temple,SAC,31,G,65,286,642,44.5,44.3,2016-17
Deron Williams,CLE,33,G,62,226,508,44.5,44.1,2016-17
Nemanja Bjelica,MIN,29,F,63,214,481,44.5,45.6,2016-17
Jonathon Simmons,SAS,27,G-F,74,167,375,44.5,44.6,2016-17
Marvin Williams,CHA,31,F,76,380,852,44.6,46.3,2016-17
Monta Ellis,IND,31,G,73,246,551,44.6,44.1,2016-17
Ian Clark,GSW,26,G,72,139,312,44.6,43.8,2016-17
Al-Farouq Aminu,POR,26,F,61,311,696,44.7,46.3,2016-17
Austin Rivers,LAC,24,G,74,277,619,44.7,44.3,2016-17
Allen Crabbe,POR,25,G,79,242,541,44.7,44,2016-17
JaVale McGee,GSW,29,C,76,180,403,44.7,46.6,2016-17
Elfrid Payton,ORL,23,G,82,399,891,44.8,44.5,2016-17
Nicolas Batum,CHA,28,G,77,313,699,44.8,45,2016-17
Justin Anderson,PHI,23,G-F,66,171,382,44.8,44.8,2016-17
Manu Ginobili,SAS,39,G,67,137,306,44.8,44.8,2016-17
Sam Dekker,HOU,23,F,77,256,570,44.9,45,2016-17
Paul George,IND,27,F,74,392,872,45,45.7,2016-17
Devin Booker,PHX,20,G,76,370,822,45,44.5,2016-17
Marco Belinelli,CHA,31,G-F,74,226,502,45,43.9,2016-17
Bradley Beal,WAS,24,G,77,391,867,45.1,44.5,2016-17
P.J. Tucker,TOR,32,F,79,301,668,45.1,45.5,2016-17
Kyle O'Quinn,NYK,27,C-F,79,274,607,45.1,47.6,2016-17
Mike Muscala,ATL,25,F-C,68,245,543,45.1,46.3,2016-17
Bobby Portis,CHI,22,F,63,193,428,45.1,45.7,2016-17
Myles Turner,IND,21,C,80,520,1150,45.2,47.7,2016-17
Matthew Dellavedova,MIL,26,G,76,284,629,45.2,44.7,2016-17
Jeff Green,ORL,30,F,69,265,586,45.2,45.3,2016-17
Jamal Crawford,LAC,37,G,82,225,498,45.2,44.4,2016-17
Corey Brewer,LAL,31,F,82,171,378,45.2,44.5,2016-17
Wesley Johnson,LAC,29,F,65,150,332,45.2,44.3,2016-17
Damian Lillard,POR,26,G,75,389,858,45.3,44.1,2016-17
Dwyane Wade,CHI,35,G,60,205,453,45.3,45.2,2016-17
Michael Kidd-Gilchrist,CHA,23,F,81,476,1049,45.4,45.6,2016-17
Taj Gibson,OKC,32,F,78,347,765,45.4,46.6,2016-17
Ish Smith,DET,28,G,81,344,758,45.4,44.2,2016-17
DeAndre Jordan,LAC,28,C,81,515,1133,45.5,47.8,2016-17
James Harden,HOU,27,G,81,485,1066,45.5,45,2016-17
Rondae Hollis-Jefferson,BKN,22,F,77,325,714,45.5,45.6,2016-17
Kelly Oubre Jr.,WAS,21,F,76,237,521,45.5,44.3,2016-17
Mario Hezonja,ORL,22,G-F,59,146,321,45.5,44.2,2016-17
DeMarcus Cousins,NOP,26,F-C,72,459,1007,45.6,47.9,2016-17
Tony Snell,MIL,25,G-F,80,323,708,45.6,44.7,2016-17
Kentavious Caldwell-Pope,DET,24,G,76,297,652,45.6,44.8,2016-17
Trey Lyles,UTA,21,F,70,196,430,45.6,45.7,2016-17
Amir Johnson,BOS,30,F,80,352,770,45.7,48,2016-17
Cory Joseph,TOR,25,G,79,319,698,45.7,44,2016-17
Dorian Finney-Smith,DAL,24,F,78,268,586,45.7,45,2016-17
Jason Smith,WAS,31,F-C,73,239,523,45.7,45.8,2016-17
CJ McCollum,POR,25,G,80,435,949,45.8,43.9,2016-17
Ricky Rubio,MIN,26,G,75,348,759,45.8,45.3,2016-17
Thabo Sefolosha,ATL,33,F,62,278,607,45.8,45.9,2016-17
Justin Holiday,NYK,28,G,82,253,552,45.8,44.5,2016-17
Gerald Henderson,PHI,29,G,71,241,526,45.8,44.6,2016-17
Brook Lopez,BKN,29,C,75,464,1011,45.9,47.8,2016-17
Hassan Whiteside,MIA,28,C,77,459,999,45.9,48.4,2016-17
Lou Williams,HOU,30,G,81,244,532,45.9,44.1,2016-17
Wayne Ellington,MIA,29,G,62,195,425,45.9,44.1,2016-17
Jeff Teague,IND,29,G,81,381,829,46,44.6,2016-17
Isaiah Thomas,BOS,28,G,76,308,669,46,44.4,2016-17
Domantas Sabonis,OKC,21,F,81,307,667,46,46.6,2016-17
Malcolm Brogdon,MIL,24,G,75,283,615,46,44.9,2016-17
Tristan Thompson,CLE,26,C,78,532,1153,46.1,46.8,2016-17
Marc Gasol,MEM,32,C,74,391,848,46.1,48.1,2016-17
Patrick Beverley,HOU,28,G,67,347,752,46.1,44.7,2016-17
Tarik Black,LAL,25,C-F,67,262,568,46.1,48.1,2016-17
Aaron Brooks,IND,32,G,61,135,293,46.1,43.4,2016-17
Trevor Ariza,HOU,32,F,80,339,734,46.2,45.6,2016-17
Courtney Lee,NYK,31,G,77,337,729,46.2,45,2016-17
Terry Rozier,BOS,23,G,72,171,370,46.2,43.5,2016-17
T.J. McConnell,PHI,25,G,81,300,648,46.3,44.3,2016-17
Luke Babbitt,MIA,28,F,65,202,436,46.3,46,2016-17
Jonas Jerebko,BOS,30,F,78,218,470,46.4,45.4,2016-17
Markieff Morris,WAS,27,F,76,423,910,46.5,46.3,2016-17
Alex Len,PHX,24,C,75,392,843,46.5,47.6,2016-17
Frank Kaminsky,CHA,24,C,75,389,836,46.5,46.1,2016-17
Brandon Jennings,WAS,27,G,81,221,475,46.5,44.2,2016-17
Ben McLemore,SAC,24,G,59,181,389,46.5,44.2,2016-17
Tobias Harris,DET,24,F,82,454,975,46.6,45.7,2016-17
Nikola Vucevic,ORL,26,C,75,442,949,46.6,48,2016-17
Kosta Koufos,SAC,28,C,71,266,571,46.6,48.5,2016-17
D.J. Augustin,ORL,29,G,78,211,453,46.6,43.6,2016-17
Al Horford,BOS,31,C,68,464,994,46.7,46.6,2016-17
Dario Saric,PHI,23,F,81,392,839,46.7,45.7,2016-17
Enes Freedom,OKC,25,C,72,326,698,46.7,47.2,2016-17
Harrison Barnes,DAL,25,F,78,368,787,46.8,46.1,2016-17
Dante Cunningham,NOP,30,F,66,297,634,46.8,45.6,2016-17
Victor Oladipo,OKC,25,G,67,346,737,46.9,44.8,2016-17
Bojan Bogdanovic,WAS,28,G,80,320,683,46.9,45.1,2016-17
Kyle Lowry,TOR,31,G,59,290,618,46.9,44.5,2016-17
Willie Cauley-Stein,SAC,23,C,75,277,591,46.9,46.9,2016-17
Serge Ibaka,TOR,27,F,79,478,1017,47,46.7,2016-17
Brandon Ingram,LAL,19,F,78,326,693,47,45,2016-17
Matt Barnes,GSW,37,F,74,303,645,47,45.2,2016-17
Jordan Clarkson,LAL,25,G,82,331,703,47.1,44.4,2016-17
Jameer Nelson,DEN,35,G,74,305,648,47.1,44.5,2016-17
Kris Dunn,MIN,23,G,78,203,431,47.1,44.4,2016-17
Mirza Teletovic,MIL,31,F,70,190,403,47.1,45.3,2016-17
Kevin Love,CLE,28,F,60,383,812,47.2,46.3,2016-17
Rodney Hood,UTA,24,G,59,196,415,47.2,44.7,2016-17
Paul Millsap,ATL,32,F,69,520,1100,47.3,46,2016-17
Chris Paul,LAC,32,G,61,293,620,47.3,45,2016-17
Patty Mills,SAS,28,G,80,229,484,47.3,44.4,2016-17
Steven Adams,OKC,23,C,80,520,1098,47.4,47.5,2016-17
Kelly Olynyk,BOS,26,C-F,75,368,777,47.4,45.9,2016-17
Joffrey Lauvergne,CHI,25,C-F,66,167,352,47.4,46.2,2016-17
Nik Stauskas,PHI,23,G,80,327,688,47.5,44.4,2016-17
Terrence Ross,ORL,26,F,77,295,621,47.5,44.1,2016-17
Marreese Speights,LAC,29,F-C,82,303,636,47.6,47.1,2016-17
Norman Powell,TOR,24,G,69,187,393,47.6,44.3,2016-17
Otto Porter Jr.,WAS,24,F,80,403,844,47.7,45.3,2016-17
Karl-Anthony Towns,MIN,21,C,82,586,1226,47.8,47.1,2016-17
Ty Lawson,SAC,29,G,69,222,464,47.8,43.9,2016-17
Justin Hamilton,BKN,27,C,62,292,609,47.9,46.9,2016-17
Shabazz Muhammad,MIN,24,F,77,159,332,47.9,44.5,2016-17
Rajon Rondo,CHI,31,G,69,260,542,48,45,2016-17
Pau Gasol,SAS,36,C,63,347,722,48.1,48.1,2016-17
E'Twaun Moore,NOP,28,G,73,297,618,48.1,44.8,2016-17
Jusuf Nurkic,POR,22,C,63,318,658,48.3,48.5,2016-17
Jeremy Lamb,CHA,25,G,61,202,418,48.3,44.2,2016-17
Semaj Christon,OKC,24,G,61,142,294,48.3,43.3,2016-17
Leandro Barbosa,PHX,34,G,58,99,205,48.3,44,2016-17
Jon Leuer,DET,28,F,75,387,799,48.4,45.5,2016-17
JJ Redick,LAC,33,G,78,308,637,48.4,45.3,2016-17
Boris Diaw,UTA,35,C-F,72,220,455,48.4,46.2,2016-17
Willie Reed,MIA,27,F-C,70,200,413,48.4,47.3,2016-17
Channing Frye,CLE,34,F,74,359,740,48.5,46.8,2016-17
Meyers Leonard,POR,25,F-C,73,272,561,48.5,47.5,2016-17
Malcolm Delaney,ATL,28,G,70,174,359,48.5,44.2,2016-17
Jonas Valanciunas,TOR,25,C,79,406,836,48.6,48.5,2016-17
Russell Westbrook,OKC,28,G,80,286,589,48.6,45.2,2016-17
Cristiano Felicio,CHI,24,F-C,66,243,500,48.6,46.4,2016-17
Doug McDermott,OKC,25,F,65,235,484,48.6,44.6,2016-17
John Henson,MIL,26,C-F,58,241,495,48.7,48,2016-17
Mason Plumlee,DEN,27,C,81,469,962,48.8,48.1,2016-17
Zach Randolph,MEM,35,F,73,313,642,48.8,47,2016-17
Rodney McGruder,MIA,25,G,77,309,633,48.8,45.3,2016-17
Cody Zeller,CHA,24,C,62,306,627,48.8,48.2,2016-17
D'Angelo Russell,LAL,21,G,62,264,541,48.8,45.3,2016-17
Clint Capela,HOU,23,C,65,397,811,49,47.8,2016-17
Buddy Hield,SAC,24,G,81,312,637,49,44.6,2016-17
Kyle Korver,CLE,36,G,67,284,580,49,44.6,2016-17
Anthony Tolliver,SAC,32,F,64,252,514,49,45.7,2016-17
Robin Lopez,CHI,29,C,81,609,1240,49.1,48.5,2016-17
Kenneth Faried,DEN,27,F,60,251,511,49.1,46.3,2016-17
Nene,HOU,34,C-F,67,291,590,49.3,46.7,2016-17
Andrew Wiggins,MIN,22,F,82,542,1097,49.4,45.7,2016-17
Ryan Anderson,HOU,29,F,72,370,749,49.4,46.2,2016-17
Dwight Powell,DAL,25,F-C,74,260,526,49.4,46.4,2016-17
Bismack Biyombo,ORL,24,C-F,81,407,822,49.5,47.2,2016-17
Tony Parker,SAS,35,G,62,212,427,49.6,44.4,2016-17
Kyrie Irving,CLE,25,G,72,356,716,49.7,44.7,2016-17
Will Barton,DEN,26,G-F,59,237,476,49.8,44.5,2016-17
Gorgui Dieng,MIN,27,F-C,82,577,1156,49.9,47.3,2016-17
Patrick McCaw,GSW,21,G,65,170,341,49.9,44.9,2016-17
Eric Bledsoe,PHX,27,G,64,362,724,50,44.8,2016-17
Larry Nance Jr.,LAL,24,F,62,269,538,50,46.5,2016-17
Sean Kilpatrick,BKN,27,G,69,259,517,50.1,44.8,2016-17
Sergio Rodriguez,PHI,31,G,68,171,341,50.1,43.4,2016-17
Al Jefferson,IND,32,C,63,173,344,50.3,47.3,2016-17
Cole Aldrich,MIN,28,C,58,134,266,50.4,47.4,2016-17
Julius Randle,LAL,22,F,74,454,899,50.5,47,2016-17
Arron Afflalo,SAC,31,G,61,223,442,50.5,45.3,2016-17
Alex Abrines,OKC,23,G-F,65,160,317,50.5,44.1,2016-17
Marquese Chriss,PHX,19,F,80,333,657,50.7,46.6,2016-17
Willy Hernangomez,NYK,23,C,72,328,646,50.8,47.5,2016-17
Marcin Gortat,WAS,33,C,82,599,1173,51.1,48.1,2016-17
Nick Young,LAL,32,G-F,60,229,448,51.1,44.8,2016-17
Salah Mejri,DAL,31,C,69,202,395,51.1,48.1,2016-17
Greg Monroe,MIL,27,C,80,363,709,51.2,47.2,2016-17
Andre Drummond,DET,23,C,81,466,903,51.6,48.4,2016-17
Mindaugas Kuzminskas,NYK,27,F,64,147,280,52.5,44.3,2016-17
Nikola Jokic,DEN,22,F-C,72,555,1037,53.5,48.7,2016-17
Zaza Pachulia,GSW,33,C,70,308,565,54.5,48.2,2016-17
Luc Mbah a Moute,LAC,29,F,66,182,513,35.5,45.1,2015-16
LeBron James,CLE,31,F,76,244,635,38.4,44.7,2015-16
Kawhi Leonard,SAS,25,F,72,262,681,38.5,44.9,2015-16
JJ Redick,LAC,32,G,74,248,643,38.6,43.9,2015-16
Kevin Durant,OKC,27,F,72,322,831,38.7,44.8,2015-16
Aaron Brooks,CHI,31,G,69,147,378,38.9,43.2,2015-16
Austin Rivers,LAC,23,G,66,173,443,39.1,44.1,2015-16
Jeff Teague,ATL,28,G,79,261,663,39.4,43.7,2015-16
Stephen Curry,GSW,28,G,79,338,854,39.6,43.2,2015-16
Draymond Green,GSW,26,F,81,528,1331,39.7,45.5,2015-16
Tony Snell,CHI,24,F,64,176,441,39.9,43.8,2015-16
Terrence Ross,TOR,25,F-G,72,224,559,40.1,43.3,2015-16
Kent Bazemore,ATL,26,F-G,75,258,640,40.3,44.4,2015-16
Mario Chalmers,MIA,30,G,61,155,385,40.3,43.2,2015-16
Jeremy Lamb,CHA,24,G,66,182,451,40.4,43.7,2015-16
Thabo Sefolosha,ATL,32,F,75,235,580,40.5,44.4,2015-16
Monta Ellis,IND,30,G,81,324,798,40.6,43.3,2015-16
Chris Johnson,UTA,26,F,61,121,297,40.7,44.1,2015-16
Kentavious Caldwell-Pope,DET,23,G,76,316,775,40.8,43.7,2015-16
Goran Dragic,MIA,30,G,72,294,719,40.9,44,2015-16
Andre Roberson,OKC,24,G,70,221,540,40.9,44.5,2015-16
Evan Turner,BOS,27,G-F,80,326,795,41,44.3,2015-16
Lou Williams,LAL,29,G,67,234,569,41.1,43.5,2015-16
Bobby Portis,CHI,21,F,61,192,467,41.1,45.3,2015-16
Chase Budinger,PHX,28,F,61,115,280,41.1,43.5,2015-16
Paul George,IND,26,F,81,377,915,41.2,44.5,2015-16
Jeremy Lin,CHA,27,G,78,293,710,41.3,43.4,2015-16
Courtney Lee,CHA,30,G,79,288,698,41.3,43.5,2015-16
Gerald Green,MIA,30,F,69,210,507,41.4,43.6,2015-16
Matthew Dellavedova,CLE,25,G,76,277,664,41.7,43.4,2015-16
Justise Winslow,MIA,20,F,78,324,776,41.8,44.1,2015-16
Cory Joseph,TOR,24,G,79,295,705,41.8,43.5,2015-16
Steven Adams,OKC,22,C,80,442,1056,41.9,47.2,2015-16
Kristaps Porzingis,NYK,20,F-C,72,409,977,41.9,46.5,2015-16
Jerami Grant,PHI,22,F,77,349,832,41.9,45.3,2015-16
John Wall,WAS,25,G,77,334,796,42,44.1,2015-16
Khris Middleton,MIL,24,G-F,79,333,792,42,44.5,2015-16
Raymond Felton,DAL,32,G,80,288,685,42,43.8,2015-16
Dennis Schroder,ATL,22,G,79,185,441,42,43.3,2015-16
Patrick Patterson,TOR,27,F,78,286,680,42.1,44.8,2015-16
Randy Foye,OKC,32,G,80,201,478,42.1,43.5,2015-16
Anthony Tolliver,DET,31,F,69,200,474,42.2,45.6,2015-16
Dwight Powell,DAL,24,F-C,65,182,431,42.2,45.3,2015-16
Patrick Beverley,HOU,27,G,71,277,654,42.4,44,2015-16
Derrick Williams,NYK,25,F,77,193,454,42.5,43.7,2015-16
Mike Scott,ATL,27,F,73,153,360,42.5,44.7,2015-16
DeAndre Jordan,LAC,27,C,77,486,1140,42.6,47,2015-16
Marcus Morris Sr.,DET,26,F,80,353,828,42.6,44.6,2015-16
P.J. Tucker,PHX,31,F,82,333,782,42.6,44.5,2015-16
Langston Galloway,NYK,24,G,82,320,750,42.7,43.5,2015-16
Allen Crabbe,POR,24,G,81,251,588,42.7,43.6,2015-16
Richard Jefferson,CLE,36,F,73,177,415,42.7,43.4,2015-16
Klay Thompson,GSW,26,G,80,349,816,42.8,44.3,2015-16
Dion Waiters,OKC,24,G,78,280,654,42.8,43.6,2015-16
Avery Bradley,BOS,25,G,75,275,642,42.8,43.9,2015-16
Trevor Booker,UTA,28,F,77,237,552,42.9,45.5,2015-16
Jonas Jerebko,BOS,29,F,74,178,415,42.9,44.9,2015-16
Isaiah Thomas,BOS,27,G,81,284,661,43,43.8,2015-16
Deron Williams,DAL,32,G,65,284,660,43,43.6,2015-16
Kyle Korver,ATL,35,G,80,364,845,43.1,44,2015-16
George Hill,IND,30,G,74,350,812,43.1,43.8,2015-16
Dwyane Wade,MIA,34,G,74,236,547,43.1,44.2,2015-16
Bismack Biyombo,TOR,23,C-F,81,344,797,43.2,46.4,2015-16
Tim Duncan,SAS,40,C-F,61,297,687,43.2,47.4,2015-16
Marcus Smart,BOS,22,G,61,197,456,43.2,43.4,2015-16
Tony Allen,MEM,34,G-F,64,190,440,43.2,44.5,2015-16
Anthony Davis,NOP,23,F-C,61,391,904,43.3,46.6,2015-16
Jamal Crawford,LAC,36,G,79,207,478,43.3,44.1,2015-16
Kyle Anderson,SAS,22,F,72,155,358,43.3,43.1,2015-16
Ronnie Price,PHX,33,G,61,146,337,43.3,43,2015-16
Ed Davis,POR,27,F-C,81,303,698,43.4,47.1,2015-16
Nicolas Batum,CHA,27,G-F,70,301,694,43.4,44.1,2015-16
Boris Diaw,SAS,34,C-F,76,225,518,43.4,45,2015-16
Chandler Parsons,DAL,27,F,61,218,502,43.4,44.6,2015-16
CJ Miles,IND,29,F-G,64,196,452,43.4,44.3,2015-16
Wesley Matthews,DAL,29,G-F,78,339,779,43.5,44.5,2015-16
JaKarr Sampson,DEN,23,G-F,72,177,407,43.5,44,2015-16
Robert Covington,PHI,25,F,67,274,628,43.6,44.5,2015-16
Stanley Johnson,DET,20,F,72,208,477,43.6,44,2015-16
Maurice Harkless,POR,23,F,74,204,468,43.6,43.8,2015-16
Ty Lawson,IND,28,G,63,175,401,43.6,43.7,2015-16
Joe Ingles,UTA,28,F,76,140,321,43.6,44.2,2015-16
Taj Gibson,CHI,31,F,73,343,785,43.7,46,2015-16
Kelly Olynyk,BOS,25,C-F,68,298,682,43.7,45.4,2015-16
Nick Collison,OKC,35,F,59,124,284,43.7,45.5,2015-16
Darrell Arthur,DEN,28,F,70,277,632,43.8,45.9,2015-16
Carmelo Anthony,NYK,32,F,71,264,603,43.8,44.9,2015-16
JR Smith,CLE,30,G-F,77,252,575,43.8,44.1,2015-16
Tayshaun Prince,MIN,36,F,74,179,409,43.8,44.6,2015-16
Rudy Gobert,UTA,24,C,61,326,742,43.9,47.4,2015-16
Andrew Bogut,GSW,31,C,70,307,699,43.9,47.2,2015-16
Steve Blake,DET,36,G,58,167,380,43.9,43.6,2015-16
Victor Oladipo,ORL,24,G,71,366,831,44,43.8,2015-16
Arron Afflalo,NYK,30,G,71,279,634,44,43.9,2015-16
Shane Larkin,BKN,23,G,77,251,570,44,43.1,2015-16
E'Twaun Moore,CHI,27,G,58,191,433,44.1,44.4,2015-16
Jae Crowder,BOS,25,F,72,344,778,44.2,44.7,2015-16
Clint Capela,HOU,22,F-C,77,343,776,44.2,46.6,2015-16
Markieff Morris,WAS,26,F,64,276,625,44.2,45.7,2015-16
Aaron Gordon,ORL,20,F,77,271,613,44.2,45.3,2015-16
LaMarcus Aldridge,SAS,30,F,74,418,941,44.4,46.2,2015-16
Timofey Mozgov,CLE,29,C,76,313,705,44.4,47.6,2015-16
Nik Stauskas,PHI,22,G,72,252,568,44.4,43.4,2015-16
Shaun Livingston,GSW,30,G,77,234,527,44.4,43.5,2015-16
JaMychal Green,MEM,26,F,78,205,462,44.4,45.5,2015-16
Lance Stephenson,MEM,25,F-G,67,156,351,44.4,43.5,2015-16
Johnny O'Bryant III,MIL,23,F-C,62,132,297,44.4,45.1,2015-16
Pau Gasol,CHI,35,C-F,72,456,1025,44.5,48.4,2015-16
Kemba Walker,CHA,26,G,81,441,992,44.5,43.9,2015-16
Rodney Hood,UTA,23,G,79,309,695,44.5,44.4,2015-16
Will Barton,DEN,25,F-G,82,328,735,44.6,43.6,2015-16
Garrett Temple,WAS,30,G,79,295,662,44.6,43.8,2015-16
Giannis Antetokounmpo,MIL,21,F,80,444,993,44.7,45.5,2015-16
Rudy Gay,SAC,29,F,69,375,838,44.7,45.2,2015-16
Danny Green,SAS,29,G-F,79,334,747,44.7,44.3,2015-16
Wesley Johnson,LAC,28,F-G,80,275,615,44.7,45.2,2015-16
Al Horford,ATL,30,C-F,82,509,1135,44.8,46.9,2015-16
Kyle Lowry,TOR,30,G,76,357,797,44.8,44,2015-16
Emmanuel Mudiay,DEN,20,G,68,337,752,44.8,43.9,2015-16
Trevor Ariza,HOU,31,F,80,327,729,44.9,44.9,2015-16
Myles Turner,IND,20,F-C,60,310,690,44.9,46.4,2015-16
Tony Parker,SAS,34,G,72,258,575,44.9,43.9,2015-16
J.J. Barea,DAL,32,G,74,219,488,44.9,43.3,2015-16
Gerald Henderson,POR,28,G,70,178,396,44.9,43.3,2015-16
Leandro Barbosa,GSW,33,G,68,111,247,44.9,43.1,2015-16
Andrew Wiggins,MIN,21,G-F,81,468,1039,45,44.4,2015-16
Derrick Favors,UTA,24,F-C,62,385,855,45,47.2,2015-16
Gordon Hayward,UTA,26,F,80,278,618,45,44.7,2015-16
Jerian Grant,NYK,23,G,72,191,424,45,43.6,2015-16
Serge Ibaka,OKC,26,F,78,542,1203,45.1,46,2015-16
Damian Lillard,POR,25,G,75,396,879,45.1,43.8,2015-16
Marvin Williams,CHA,30,F,81,386,856,45.1,45.2,2015-16
Al-Farouq Aminu,POR,25,F,82,339,752,45.1,45.5,2015-16
Paul Pierce,LAC,38,F,68,206,457,45.1,45.1,2015-16
CJ McCollum,POR,24,G,80,412,912,45.2,43.7,2015-16
Jared Dudley,WAS,30,F,81,351,776,45.2,45,2015-16
Ryan Anderson,NOP,28,F,66,338,747,45.2,45.2,2015-16
Andre Iguodala,GSW,32,G-F,65,219,484,45.2,44.6,2015-16
Vince Carter,MEM,39,G-F,59,152,336,45.2,43.2,2015-16
Lavoy Allen,IND,27,F-C,79,279,616,45.3,46,2015-16
Meyers Leonard,POR,24,F-C,60,299,659,45.4,46.1,2015-16
Hollis Thompson,PHI,25,G-F,77,299,658,45.4,44.1,2015-16
Marcus Thornton,WAS,29,F-G,60,134,295,45.4,43.7,2015-16
Tristan Thompson,CLE,25,C-F,81,462,1015,45.5,46.2,2015-16
Kobe Bryant,LAL,37,F-G,66,226,497,45.5,44.6,2015-16
Kyle O'Quinn,NYK,26,F-C,61,178,391,45.5,46.5,2015-16
DeMarcus Cousins,SAC,25,C-F,64,492,1078,45.6,46.4,2015-16
Nikola Mirotic,CHI,25,F,66,318,697,45.6,45.1,2015-16
Alonzo Gee,NOP,29,F,72,227,498,45.6,44.6,2015-16
Brook Lopez,BKN,28,C,73,504,1104,45.7,47.9,2015-16
Derrick Rose,CHI,27,G,66,294,644,45.7,44.4,2015-16
Joe Johnson,MIA,35,F-G,81,351,767,45.8,44.6,2015-16
Marreese Speights,GSW,28,F-C,71,206,450,45.8,45.8,2015-16
Noah Vonleh,POR,20,F,77,192,419,45.8,46.5,2015-16
Anthony Morrow,OKC,30,G,60,121,264,45.8,43.2,2015-16
Amir Johnson,BOS,29,F,78,380,827,45.9,46.5,2015-16
Willie Cauley-Stein,SAC,22,C,65,283,617,45.9,45.6,2015-16
Paul Millsap,ATL,31,F,81,507,1102,46,46.3,2015-16
Frank Kaminsky,CHA,23,C,80,340,739,46,45.4,2015-16
David West,SAS,35,F,78,290,631,46,46.3,2015-16
Trey Burke,UTA,23,G,63,177,385,46,43.6,2015-16
Rajon Rondo,SAC,30,G,71,327,709,46.1,43.9,2015-16
Ben McLemore,SAC,23,G,67,240,521,46.1,44.2,2015-16
Isaiah Canaan,PHI,25,G,76,235,510,46.1,43.1,2015-16
PJ Hairston,MEM,23,F-G,64,187,406,46.1,44.8,2015-16
Hassan Whiteside,MIA,27,C,73,488,1056,46.2,47.8,2015-16
Harrison Barnes,GSW,24,F,66,301,652,46.2,45,2015-16
Russell Westbrook,OKC,27,G,80,275,595,46.2,44.7,2015-16
Mario Hezonja,ORL,21,G-F,74,211,457,46.2,43.3,2015-16
Dirk Nowitzki,DAL,38,F,75,465,1004,46.3,46,2015-16
Jeff Green,LAC,29,F,80,374,808,46.3,44.7,2015-16
Jose Calderon,NYK,34,G,72,326,704,46.3,44,2015-16
Devin Harris,DAL,33,G,64,174,376,46.3,43.4,2015-16
Nikola Vucevic,ORL,25,C,64,371,799,46.4,47.9,2015-16
Ricky Rubio,MIN,25,G,76,344,742,46.4,43.8,2015-16
Jrue Holiday,NOP,26,G,65,319,688,46.4,43.9,2015-16
Cody Zeller,CHA,23,C-F,73,314,676,46.4,47.7,2015-16
DeMar DeRozan,TOR,26,G,77,298,642,46.4,44.2,2015-16
Marco Belinelli,SAC,30,G-F,67,218,470,46.4,43.7,2015-16
Patty Mills,SAS,27,G,81,213,459,46.4,42.9,2015-16
Ramon Sessions,WAS,30,G,82,209,450,46.4,42.9,2015-16
Marcin Gortat,WAS,32,C,75,526,1132,46.5,47.4,2015-16
Alex Len,PHX,23,C,77,379,815,46.5,47.2,2015-16
Elfrid Payton,ORL,22,G,72,341,733,46.5,43.8,2015-16
Doug McDermott,CHI,24,F,81,239,514,46.5,43.6,2015-16
Brandon Rush,GSW,30,F-G,68,167,359,46.5,44.1,2015-16
Toney Douglas,NOP,30,G,60,165,355,46.5,43.5,2015-16
Enes Freedom,OKC,24,C,82,361,775,46.6,46.7,2015-16
Chris Paul,LAC,31,G,74,333,714,46.6,44.4,2015-16
Zach LaVine,MIN,21,G,82,326,700,46.6,43.6,2015-16
Jimmy Butler,CHI,26,G-F,67,392,839,46.7,44.8,2015-16
Dante Cunningham,NOP,29,F,78,291,623,46.7,44.5,2015-16
