Player,Team,Age,Position,GP,DFGM,DFGA,DFG_PCT,FG_PCT,Season
Peyton Watson,DEN,21,G,79,299,706,42.4,47,2023-24
Naji Marshall,NOP,26,F,66,213,498,42.8,47,2023-24
Jae'Sean Tate,HOU,28,F,65,174,406,42.9,47,2023-24
Jeff Green,HOU,37,F,77,241,561,43,47.3,2023-24
Max Strus,CLE,28,G-F,69,424,982,43.2,46.8,2023-24
Aaron Gordon,DEN,28,F,72,375,866,43.3,48.7,2023-24
Nickeil Alexander-Walker,MIN,25,G,82,324,746,43.4,46.2,2023-24
Rudy Gobert,MIN,31,C,76,626,1440,43.5,49.5,2023-24
Ochai Agbaji,TOR,24,G,78,316,725,43.6,46.5,2023-24
Russell Westbrook,LAC,35,G,68,214,491,43.6,46.6,2023-24
Herbert Jones,NOP,25,F,76,395,898,44,47.2,2023-24
Bam Adebayo,MIA,26,C-F,71,437,992,44.1,49.1,2023-24
Kevin Durant,PHX,35,F,75,417,943,44.2,47.9,2023-24
Kentavious Caldwell-Pope,DEN,31,G,74,308,695,44.3,46.6,2023-24
Patrick Beverley,MIL,35,G,72,260,587,44.3,47,2023-24
Aaron Wiggins,OKC,25,G,78,256,578,44.3,46.6,2023-24
Anthony Edwards,MIN,22,G,79,384,864,44.4,46.9,2023-24
Caris LeVert,CLE,29,G,68,316,710,44.5,46.9,2023-24
Paul George,LAC,34,F,74,468,1050,44.6,47.2,2023-24
Luguentz Dort,OKC,25,G,79,405,908,44.6,47,2023-24
Cason Wallace,OKC,20,G,82,329,736,44.7,45.9,2023-24
Jaylen Brown,BOS,27,G-F,70,338,755,44.8,47.2,2023-24
Mike Conley,MIN,36,G,76,337,752,44.8,46.1,2023-24
Jalen Williams,OKC,23,G-F,71,317,707,44.8,47.4,2023-24
Christian Braun,DEN,23,G,81,270,601,44.9,46.2,2023-24
Shai Gilgeous-Alexander,OKC,25,G,75,470,1043,45.1,46.5,2023-24
Jrue Holiday,BOS,33,G,69,453,1005,45.1,47.2,2023-24
Eric Gordon,PHX,35,G,68,234,519,45.1,46.7,2023-24
Alex Caruso,CHI,30,G,70,420,929,45.2,47.2,2023-24
Jaden McDaniels,MIN,23,F,72,397,879,45.2,46.8,2023-24
Isaac Okoro,CLE,23,F-G,68,276,610,45.2,46.6,2023-24
Derrick White,BOS,29,G,73,458,1010,45.3,47,2023-24
Damian Lillard,MIL,33,G,73,404,892,45.3,46.2,2023-24
Aaron Nesmith,IND,24,G-F,72,410,903,45.4,47.7,2023-24
Kyle Anderson,MIN,30,F-G,79,317,698,45.4,47.4,2023-24
Chet Holmgren,OKC,22,C-F,82,605,1329,45.5,49.9,2023-24
Josh Hart,NYK,29,G,81,498,1092,45.6,47.3,2023-24
Klay Thompson,GSW,34,G,76,362,793,45.6,47.7,2023-24
Julian Champagnie,SAS,22,F,74,292,640,45.6,47.4,2023-24
Norman Powell,LAC,31,G,76,287,629,45.6,46.5,2023-24
Grayson Allen,PHX,28,G,75,527,1152,45.7,47,2023-24
Jabari Smith Jr.,HOU,21,F,76,492,1077,45.7,47.9,2023-24
Ivica Zubac,LAC,27,C,68,524,1142,45.9,49.8,2023-24
Jonathan Kuminga,GSW,21,F,74,355,773,45.9,47.7,2023-24
Jaxson Hayes,LAL,24,C-F,67,231,503,45.9,48.3,2023-24
Tyrese Maxey,PHI,23,G,69,367,797,46,46.4,2023-24
Derrick Jones Jr.,DAL,27,F,76,306,665,46,47.1,2023-24
Victor Wembanyama,SAS,20,F-C,71,547,1186,46.1,50.4,2023-24
Dorian Finney-Smith,BKN,31,F,67,371,805,46.1,48,2023-24
Simone Fontecchio,DET,28,F,66,268,581,46.1,47.6,2023-24
Giannis Antetokounmpo,MIL,29,F,73,421,911,46.2,48.4,2023-24
LeBron James,LAL,39,F,70,328,710,46.2,48,2023-24
Tobias Harris,PHI,31,F,69,401,866,46.3,48,2023-24
Jalen Suggs,ORL,22,G,75,354,763,46.4,46.6,2023-24
Kevon Looney,GSW,28,F,74,350,755,46.4,49.9,2023-24
Andrew Nembhard,IND,24,G-F,67,325,700,46.4,46.7,2023-24
Malik Monk,SAC,26,G,71,289,623,46.4,46.1,2023-24
Mikal Bridges,BKN,27,G-F,80,431,927,46.5,47,2023-24
Al Horford,BOS,37,C-F,65,406,873,46.5,48,2023-24
Isaiah Hartenstein,NYK,26,C-F,75,454,975,46.6,49.8,2023-24
Nic Claxton,BKN,25,C,69,555,1189,46.7,48.7,2023-24
Jaren Jackson Jr.,MEM,24,F-C,66,426,912,46.7,49.3,2023-24
Jayson Tatum,BOS,26,F-G,74,366,784,46.7,47.5,2023-24
Drew Eubanks,PHX,27,F-C,74,309,660,46.8,48.6,2023-24
Duncan Robinson,MIA,30,F,68,269,575,46.8,46.1,2023-24
Pat Connaughton,MIL,31,G,76,345,735,46.9,45.9,2023-24
Kelly Oubre Jr.,PHI,28,F-G,67,344,733,46.9,46.6,2023-24
Josh Giddey,OKC,21,G,80,385,819,47,46.4,2023-24
Fred VanVleet,HOU,30,G,73,454,964,47.1,46.7,2023-24
CJ McCollum,NOP,32,G,66,397,842,47.1,46.5,2023-24
Andrew Wiggins,GSW,29,F,71,367,780,47.1,47.4,2023-24
Anthony Davis,LAL,31,F-C,76,679,1438,47.2,49.5,2023-24
Jusuf Nurkic,PHX,29,C,76,562,1190,47.2,49.8,2023-24
Spencer Dinwiddie,LAL,31,G,75,359,761,47.2,46.7,2023-24
Jevon Carter,CHI,28,G,70,171,362,47.2,45.8,2023-24
Devin Booker,PHX,27,G,68,414,875,47.3,46.6,2023-24
Zion Williamson,NOP,23,F,70,357,755,47.3,47.7,2023-24
DeMar DeRozan,CHI,34,G-F,78,450,950,47.4,47.3,2023-24
Cole Anthony,ORL,24,G,81,350,738,47.4,46,2023-24
Deni Avdija,WAS,23,F,75,596,1255,47.5,47.9,2023-24
Precious Achiuwa,NYK,24,F,74,415,874,47.5,48.6,2023-24
Naz Reid,MIN,24,C-F,81,374,787,47.5,48.2,2023-24
Joe Ingles,ORL,36,F-G,68,132,278,47.5,45.6,2023-24
Jaime Jaquez Jr.,MIA,23,G,75,422,886,47.6,46.5,2023-24
Franz Wagner,ORL,22,F,72,403,847,47.6,47.2,2023-24
Kawhi Leonard,LAC,32,F,68,394,828,47.6,47.4,2023-24
Stephen Curry,GSW,36,G,74,391,821,47.6,46.6,2023-24
Ayo Dosunmu,CHI,24,G,75,372,782,47.6,47,2023-24
Brook Lopez,MIL,36,C,79,835,1751,47.7,49.8,2023-24
Trayce Jackson-Davis,GSW,24,F,67,296,620,47.7,48.6,2023-24
Jabari Walker,POR,21,F,72,293,614,47.7,48.1,2023-24
Aaron Holiday,HOU,27,G,77,210,440,47.7,46,2023-24
Royce O'Neale,PHX,30,F,78,374,782,47.8,46.9,2023-24
Sam Hauser,BOS,26,F,79,323,676,47.8,46.4,2023-24
Amir Coffey,LAC,26,G-F,66,248,519,47.8,46,2023-24
Bogdan Bogdanovic,ATL,31,G,79,517,1080,47.9,46.1,2023-24
Miles Bridges,CHA,26,F,69,465,969,48,48.6,2023-24
Jeremy Sochan,SAS,21,F,74,532,1106,48.1,48.2,2023-24
Dennis Schroder,BKN,30,G,80,456,949,48.1,46.4,2023-24
Malik Beasley,MIL,27,G,79,416,865,48.1,46.9,2023-24
Jalen Green,HOU,22,G,82,398,828,48.1,46.8,2023-24
Georges Niang,CLE,30,F,81,395,821,48.1,47.7,2023-24
Immanuel Quickley,TOR,24,G,68,373,776,48.1,46.5,2023-24
Rui Hachimura,LAL,26,F,68,341,709,48.1,48.9,2023-24
Matisse Thybulle,POR,27,G-F,65,261,543,48.1,46.8,2023-24
Luka Doncic,DAL,25,F-G,70,524,1087,48.2,47.4,2023-24
James Harden,LAC,34,G,72,467,969,48.2,47.2,2023-24
Cameron Payne,PHI,29,G,76,199,413,48.2,46.3,2023-24
Paolo Banchero,ORL,21,F,80,546,1131,48.3,48.3,2023-24
Jaden Ivey,DET,22,G,77,404,837,48.3,46.6,2023-24
Grant Williams,CHA,25,F,76,436,901,48.4,48.2,2023-24
Domantas Sabonis,SAC,28,F-C,82,683,1407,48.5,50.5,2023-24
Brandin Podziemski,GSW,21,G,72,381,785,48.5,46.6,2023-24
Duop Reath,POR,27,C,68,325,670,48.5,48.8,2023-24
Davion Mitchell,SAC,25,G,68,194,400,48.5,45.8,2023-24
Obi Toppin,IND,26,F,82,278,572,48.6,47.8,2023-24
Isaiah Joe,OKC,24,G,77,264,543,48.6,46.4,2023-24
Jarrett Allen,CLE,26,C,76,624,1278,48.8,50,2023-24
Daniel Gafford,DAL,25,F-C,73,550,1126,48.8,50.4,2023-24
Dillon Brooks,HOU,28,G-F,72,494,1012,48.8,47.4,2023-24
D'Angelo Russell,LAL,28,G,76,491,1007,48.8,46.5,2023-24
Keegan Murray,SAC,23,F,77,476,975,48.8,47.5,2023-24
Harrison Barnes,SAC,31,F,82,466,954,48.8,48.3,2023-24
Marcus Sasser,DET,23,G,69,235,482,48.8,45.7,2023-24
Reggie Jackson,DEN,34,G,81,358,732,48.9,46.4,2023-24
Moritz Wagner,ORL,27,F-C,80,324,663,48.9,48.5,2023-24
Tim Hardaway Jr.,DAL,32,G-F,79,383,781,49,46.7,2023-24
Tre Jones,SAS,24,G,77,381,777,49,46,2023-24
Payton Pritchard,BOS,26,G,82,268,547,49,45.5,2023-24
Myles Turner,IND,28,C-F,77,568,1155,49.2,49.9,2023-24
Kyle Kuzma,WAS,28,F,70,426,865,49.2,48.4,2023-24
Corey Kispert,WAS,25,F,80,401,813,49.3,46.3,2023-24
Keldon Johnson,SAS,24,F-G,69,362,735,49.3,47.6,2023-24
Nikola Vucevic,CHI,33,C,75,606,1227,49.4,50,2023-24
Austin Reaves,LAL,25,G,82,589,1192,49.4,46.8,2023-24
Clint Capela,ATL,30,C,73,476,964,49.4,49.9,2023-24
De'Aaron Fox,SAC,26,G,74,486,981,49.5,46.8,2023-24
Donte DiVincenzo,NYK,27,G,81,421,851,49.5,46.6,2023-24
Keyonte George,UTA,20,G,75,385,778,49.5,46.4,2023-24
Andre Drummond,CHI,30,C,78,328,663,49.5,50.2,2023-24
Collin Sexton,UTA,25,G,78,348,702,49.6,46.8,2023-24
Jaylin Williams,OKC,21,F,69,250,503,49.7,48.6,2023-24
Garrison Mathews,ATL,27,G,66,179,360,49.7,45.6,2023-24
Jalen Brunson,NYK,27,G,77,442,888,49.8,46.6,2023-24
Toumani Camara,POR,24,F,70,348,699,49.8,47.6,2023-24
Brandon Miller,CHA,21,F,74,536,1075,49.9,47.5,2023-24
Pascal Siakam,IND,30,F,80,554,1108,50,47.7,2023-24
P.J. Washington,DAL,25,F,72,476,950,50.1,48.4,2023-24
Jordan Poole,WAS,24,G,78,419,835,50.2,46.3,2023-24
Taurean Prince,LAL,30,F,77,407,811,50.2,47.7,2023-24
Terance Mann,LAC,27,G-F,75,317,632,50.2,46.9,2023-24
Zach Collins,SAS,26,F-C,69,486,967,50.3,49.7,2023-24
Michael Porter Jr.,DEN,25,F,80,394,782,50.4,47.5,2023-24
Coby White,CHI,24,G,78,605,1196,50.6,46.8,2023-24
Dejounte Murray,ATL,27,G,78,501,989,50.7,47.1,2023-24
Paul Reed,PHI,24,F,81,422,832,50.7,48.7,2023-24
Bobby Portis,MIL,29,F,82,417,820,50.9,48.4,2023-24
Nikola Jokic,DEN,29,C,78,796,1559,51.1,50.5,2023-24
Buddy Hield,PHI,31,G,83,485,948,51.2,46.7,2023-24
Bruce Brown,TOR,27,G-F,67,424,827,51.3,47.5,2023-24
Gary Trent Jr.,TOR,25,G,71,253,492,51.4,46.4,2023-24
Jonas Valanciunas,NOP,32,C,82,502,971,51.7,51,2023-24
Devin Vassell,SAS,23,G-F,68,313,602,52,47.1,2023-24
Kelly Olynyk,TOR,33,F-C,78,471,900,52.3,48.9,2023-24
T.J. McConnell,IND,32,G,71,228,435,52.4,46.2,2023-24
John Collins,UTA,26,F-C,68,438,832,52.6,48.8,2023-24
Tyrese Haliburton,IND,24,G,69,386,730,52.9,46.5,2023-24
Tyus Jones,WAS,28,G,66,351,664,52.9,45.9,2023-24
Jaden Hardy,DAL,21,G,66,174,329,52.9,46.2,2023-24
Cedi Osman,SAS,29,F,72,239,451,53,46.9,2023-24
Kenrich Williams,OKC,29,G-F,69,202,380,53.2,47,2023-24
Nick Richards,CHA,26,C,67,471,880,53.5,50.6,2023-24
Malaki Branham,SAS,21,F,74,242,452,53.5,46.4,2023-24
Rui Hachimura,LAL,25,F,63,210,515,40.8,47.2,2022-23
Pat Connaughton,MIL,30,G,61,227,551,41.2,47.2,2022-23
Derrick Jones Jr.,CHI,26,F,61,148,354,41.8,47.5,2022-23
Giannis Antetokounmpo,MIL,28,F,62,331,789,42,48.5,2022-23
Lamar Stevens,CLE,25,F,60,205,486,42.2,47.1,2022-23
Cedi Osman,CLE,28,F,76,181,425,42.6,45.8,2022-23
Draymond Green,GSW,33,F,73,479,1109,43.2,48.8,2022-23
Desmond Bane,MEM,25,G,58,289,667,43.3,45.8,2022-23
Ja Morant,MEM,23,G,61,309,710,43.5,46.8,2022-23
Jose Alvarado,NOP,25,G,61,224,513,43.7,46.2,2022-23
Kristaps Porzingis,WAS,27,F-C,65,502,1141,44,49,2022-23
Zach LaVine,CHI,28,G,77,436,990,44,46.3,2022-23
Immanuel Quickley,NYK,24,G,81,424,962,44.1,45.8,2022-23
Torrey Craig,PHX,32,F,79,347,786,44.1,47.5,2022-23
Anthony Lamb,GSW,25,F,62,247,560,44.1,46.7,2022-23
David Roddy,MEM,22,F,69,237,537,44.1,46.6,2022-23
Dillon Brooks,MEM,27,G-F,73,412,930,44.3,47,2022-23
Kyle Kuzma,WAS,27,F,64,347,783,44.3,47.6,2022-23
John Konchar,MEM,27,G,71,297,670,44.3,46.1,2022-23
Derrick White,BOS,28,G,80,452,1017,44.4,46.9,2022-23
Jaren Jackson Jr.,MEM,23,F-C,63,395,890,44.4,49.2,2022-23
Alex Caruso,CHI,29,G,67,329,741,44.4,46.9,2022-23
Jevon Carter,MIL,27,G,81,261,585,44.6,46.1,2022-23
Russell Westbrook,LAC,34,G,73,321,716,44.8,47.4,2022-23
Goran Dragic,MIL,37,G,58,117,261,44.8,45.9,2022-23
Nic Claxton,BKN,24,C,76,544,1212,44.9,49.4,2022-23
Bruce Brown,DEN,26,G-F,80,431,960,44.9,46.5,2022-23
Jonathan Kuminga,GSW,20,F,66,290,646,44.9,47.3,2022-23
RJ Barrett,NYK,23,F-G,72,433,963,45,46.8,2022-23
Gabe Vincent,MIA,27,G,68,303,674,45,45.5,2022-23
Miles McBride,NYK,22,G,58,156,347,45,45.6,2022-23
T.J. McConnell,IND,31,G,75,224,496,45.2,46.8,2022-23
Al Horford,BOS,37,C-F,63,469,1036,45.3,48.6,2022-23
Ayo Dosunmu,CHI,23,G,80,354,781,45.3,46.4,2022-23
Mitchell Robinson,NYK,25,C-F,59,311,686,45.3,49.5,2022-23
Luguentz Dort,OKC,24,G,74,416,916,45.4,46.7,2022-23
Jrue Holiday,MIL,33,G,67,423,930,45.5,47.9,2022-23
Austin Reaves,LAL,25,G,64,395,869,45.5,46.2,2022-23
Lauri Markkanen,UTA,26,F-C,66,401,879,45.6,48.4,2022-23
Obi Toppin,NYK,25,F,66,154,338,45.6,46.5,2022-23
Kyrie Irving,DAL,31,G,60,368,803,45.8,47,2022-23
Cole Anthony,ORL,23,G,60,293,640,45.8,46.5,2022-23
Joe Harris,BKN,31,G-F,74,247,539,45.8,46.9,2022-23
Kevin Knox II,POR,23,F,59,151,329,45.9,46.4,2022-23
Brook Lopez,MIL,35,C,78,809,1760,46,50.5,2022-23
Jaden McDaniels,MIN,22,F,79,476,1034,46,47.3,2022-23
Shai Gilgeous-Alexander,OKC,24,G,68,458,996,46,46.9,2022-23
P.J. Washington,CHA,24,F,73,452,983,46,48.1,2022-23
Tobias Harris,PHI,30,F,74,357,776,46,47.6,2022-23
OG Anunoby,TOR,25,F,67,353,768,46,48.5,2022-23
Aaron Gordon,DEN,27,F,68,345,750,46,48.1,2022-23
Josh Okogie,PHX,24,G,65,243,528,46,47.2,2022-23
Moses Moody,GSW,21,G,60,144,313,46,46.7,2022-23
Talen Horton-Tucker,UTA,22,G,63,240,521,46.1,46.5,2022-23
Jaylen Brown,BOS,26,G-F,67,399,863,46.2,47.6,2022-23
D'Angelo Russell,LAL,27,G,71,367,795,46.2,46,2022-23
Herbert Jones,NOP,24,F,66,358,775,46.2,47.9,2022-23
Keita Bates-Diop,SAS,27,F,66,281,608,46.2,47.8,2022-23
Chris Boucher,TOR,30,F-C,76,267,578,46.2,47.4,2022-23
Wenyen Gabriel,LAL,26,F,66,256,554,46.2,48.8,2022-23
Aaron Holiday,ATL,26,G,60,154,333,46.2,46,2022-23
James Harden,PHI,33,G,58,345,745,46.3,46.9,2022-23
Sam Hauser,BOS,25,F,77,235,508,46.3,46.1,2022-23
Dennis Schroder,LAL,29,G,66,371,800,46.4,46.3,2022-23
Royce O'Neale,BKN,30,F,76,484,1040,46.5,48.1,2022-23
De'Andre Hunter,ATL,25,F-G,67,392,843,46.5,47,2022-23
Anthony Edwards,MIN,21,G,79,456,979,46.6,46.8,2022-23
Jerami Grant,POR,29,F,63,332,712,46.6,48,2022-23
Bismack Biyombo,PHX,30,C,60,227,487,46.6,50.4,2022-23
Luke Kennard,MEM,27,G,59,214,459,46.6,46.4,2022-23
Jalen McDaniels,PHI,25,F-C,80,393,842,46.7,47.2,2022-23
Jock Landale,PHX,27,C,68,257,550,46.7,49.2,2022-23
Matisse Thybulle,POR,26,G-F,67,195,418,46.7,46.7,2022-23
Onyeka Okongwu,ATL,22,F-C,80,473,1010,46.8,48.9,2022-23
P.J. Tucker,PHI,38,F,74,340,726,46.8,48.6,2022-23
Jalen Johnson,ATL,21,F,68,208,444,46.8,47.9,2022-23
Christian Braun,DEN,22,G,66,217,463,46.9,47,2022-23
Tre Mann,OKC,22,G,65,213,454,46.9,45.5,2022-23
Ivica Zubac,LAC,26,C,76,633,1347,47,50.6,2022-23
Chris Paul,PHX,38,G,59,308,655,47,47.1,2022-23
Evan Mobley,CLE,22,C,79,667,1417,47.1,48.7,2022-23
Patrick Williams,CHI,21,F,82,429,911,47.1,47.4,2022-23
Jordan Poole,GSW,24,G,82,378,803,47.1,46.5,2022-23
Reggie Jackson,DEN,33,G,67,329,699,47.1,45.9,2022-23
Bol Bol,ORL,23,C-F,70,314,667,47.1,47.7,2022-23
Jordan Clarkson,UTA,31,G,61,336,712,47.2,46.9,2022-23
Georges Niang,PHI,30,F,78,274,580,47.2,46.7,2022-23
Tyrese Maxey,PHI,22,G,60,267,566,47.2,46.1,2022-23
Rudy Gobert,MIN,31,C,70,603,1275,47.3,50,2022-23
Harrison Barnes,SAC,31,F,82,523,1106,47.3,48,2022-23
Jarrett Allen,CLE,25,C,68,514,1086,47.3,49.5,2022-23
Paolo Banchero,ORL,20,F,72,453,958,47.3,48.4,2022-23
Jayson Tatum,BOS,25,F-G,74,414,876,47.3,46.9,2022-23
Tim Hardaway Jr.,DAL,31,G-F,71,391,827,47.3,46.9,2022-23
Isaiah Joe,OKC,23,G,70,247,522,47.3,46.2,2022-23
Dorian Finney-Smith,BKN,30,F,66,414,874,47.4,48.5,2022-23
Andrew Nembhard,IND,23,G-F,75,405,855,47.4,46.7,2022-23
Buddy Hield,IND,30,G,80,547,1151,47.5,47.1,2022-23
Walker Kessler,UTA,21,C,74,514,1083,47.5,49.9,2022-23
Isaiah Hartenstein,NYK,25,C-F,82,388,815,47.6,49.6,2022-23
Bobby Portis,MIL,28,F,70,362,760,47.6,48.3,2022-23
KJ Martin,HOU,22,F,82,337,708,47.6,47,2022-23
Jimmy Butler,MIA,33,F,64,330,694,47.6,47.1,2022-23
Klay Thompson,GSW,33,G,69,321,674,47.6,47.8,2022-23
CJ McCollum,NOP,31,G,75,490,1027,47.7,46.5,2022-23
Deandre Ayton,PHX,24,C,67,477,999,47.7,50.3,2022-23
Quentin Grimes,NYK,23,G,70,388,813,47.7,46.8,2022-23
Darius Garland,CLE,23,G,69,357,749,47.7,45.8,2022-23
Kyle Anderson,MIN,29,F-G,68,353,740,47.7,47.6,2022-23
Xavier Tillman,MEM,24,F,59,297,622,47.7,49.1,2022-23
Isaiah Jackson,IND,21,F,63,284,595,47.7,49.1,2022-23
Luke Kornet,BOS,27,C-F,65,252,528,47.7,48.4,2022-23
Mike Muscala,BOS,31,F-C,63,230,482,47.7,48.9,2022-23
Joel Embiid,PHI,29,C-F,66,605,1266,47.8,49.6,2022-23
Davion Mitchell,SAC,24,G,80,278,582,47.8,46.1,2022-23
Jalen Green,HOU,21,G,76,418,873,47.9,46.5,2022-23
Naz Reid,MIN,23,C-F,68,335,699,47.9,49.2,2022-23
Isaac Okoro,CLE,22,F-G,76,264,551,47.9,46.6,2022-23
Kevon Looney,GSW,27,F,82,567,1181,48,49.7,2022-23
Luka Doncic,DAL,24,F-G,65,453,944,48,47.4,2022-23
DeMar DeRozan,CHI,33,G-F,74,425,883,48.1,47.5,2022-23
Caris LeVert,CLE,28,G,74,385,801,48.1,46.7,2022-23
Malik Monk,SAC,25,G,76,279,580,48.1,46.2,2022-23
Santi Aldama,MEM,22,F-C,77,422,876,48.2,47.7,2022-23
Marcus Smart,BOS,29,G,61,315,653,48.2,46.8,2022-23
Jalen Smith,IND,23,F-C,67,300,623,48.2,49.1,2022-23
Coby White,CHI,23,G,74,353,731,48.3,46,2022-23
AJ Griffin,ATL,19,F,70,268,555,48.3,46.6,2022-23
Michael Porter Jr.,DEN,25,F,62,263,545,48.3,47.2,2022-23
Usman Garuba,HOU,21,F,75,256,530,48.3,48,2022-23
Deni Avdija,WAS,22,F,76,475,981,48.4,47.6,2022-23
Tyler Herro,MIA,23,G,67,400,826,48.4,46.6,2022-23
Trae Young,ATL,24,G,73,379,783,48.4,45.7,2022-23
Marcus Morris Sr.,LAC,33,F,65,322,665,48.4,47.5,2022-23
Malcolm Brogdon,BOS,30,G,67,290,599,48.4,46.9,2022-23
Jordan Goodwin,WAS,24,G,60,250,517,48.4,46.4,2022-23
Daniel Gafford,WAS,24,F-C,78,450,928,48.5,50.6,2022-23
Christian Wood,DAL,27,F,67,395,815,48.5,48,2022-23
Bennedict Mathurin,IND,21,G-F,78,391,806,48.5,47.1,2022-23
Naji Marshall,NOP,25,F,77,315,649,48.5,47.3,2022-23
Julius Randle,NYK,28,F-C,77,534,1098,48.6,47.6,2022-23
Josh Hart,NYK,28,G,76,486,999,48.6,48,2022-23
Dwight Powell,DAL,31,F-C,76,408,839,48.6,49,2022-23
Seth Curry,BKN,32,G,60,203,418,48.6,46.3,2022-23
Bam Adebayo,MIA,25,C-F,75,525,1078,48.7,49.4,2022-23
Jalen Duren,DET,19,C,67,416,855,48.7,49.1,2022-23
Mike Conley,MIN,35,G,67,378,776,48.7,46.9,2022-23
Tari Eason,HOU,22,F,82,347,713,48.7,46.8,2022-23
Terance Mann,LAC,26,G-F,81,344,707,48.7,47.7,2022-23
De'Aaron Fox,SAC,25,G,73,473,970,48.8,46.6,2022-23
Donovan Mitchell,CLE,26,G,68,336,689,48.8,46.4,2022-23
Nicolas Batum,LAC,34,G-F,78,329,674,48.8,47.4,2022-23
JT Thor,CHA,20,F,65,218,447,48.8,47.6,2022-23
Markelle Fultz,ORL,25,G,60,301,615,48.9,46.7,2022-23
Norman Powell,LAC,30,G,60,229,468,48.9,46.4,2022-23
Josh Giddey,OKC,20,G,76,468,955,49,47.5,2022-23
Anfernee Simons,POR,24,G,62,426,869,49,47.2,2022-23
Grayson Allen,MIL,27,G,72,359,733,49,46.6,2022-23
Tyus Jones,MEM,27,G,79,266,543,49,45.5,2022-23
Eric Gordon,LAC,34,G,68,247,504,49,46.8,2022-23
Shake Milton,PHI,26,G-F,75,231,471,49,46.2,2022-23
Jabari Smith Jr.,HOU,20,F,79,569,1158,49.1,48.1,2022-23
Damion Lee,PHX,30,G-F,72,271,552,49.1,46.7,2022-23
Trey Lyles,SAC,27,F,74,248,505,49.1,47.4,2022-23
