BLK,DWS,DBPM,DRtg,DRB,DFG_PCT,charges,Deflections,def_LB,Height,Weight,Position,vote_getter,Share,MP,w_L_pct,Player,Season,DFGA,DPOY,STL
98,2.5,0.8,106,428,49.8,15,183,0,83,241,C,No,0,2220,0.354,gorgui dieng,2015-16,873,0,90
13,1.8,2.4,106,148,44.8,0,90,17,78,209,F,No,0,994,0.646,juan toscanoanderson,2021-22,411,0,45
22,0.7,-1.7,112,160,47.9,2,69,0,78,206,G,No,0,2108,0.28,devin booker,2015-16,687,0,44
6,1.8,0.4,109,176,46.3,5,58,10,77,210,G,No,0,1256,0.646,damion lee,2021-22,469,0,38
58,1.8,0.7,111,263,47.6,5,100,13,80,245,F,No,0,1601,0.431,daniel theis,2020-21,881,0,39
14,1.8,1.3,109,122,46.9,2,138,22,75,210,G,No,0,1369,0.667,brad wanamaker,2019-20,473,0,62
29,1.8,0.4,108,240,45.9,2,138,32,80,218,F,No,0,1657,0.305,mario hezonja,2017-18,660,0,80
23,1.8,0.2,108,202,44.9,1,100,0,81,215,F,No,0,1948,0.61,tayshaun prince,2013-14,552,0,38
49,2.6,0.2,108,438,47,6,249,10,77,220,G,No,0,3125,0.5,james harden,2015-16,1090,0,139
63,2.4,-0.6,106,478,49.6,6,123,0,83,265,C,No,0,2314,0.402,greg monroe,2015-16,896,0,71
30,2,-0.4,106,259,50.8,3,86,0,82,235,F,No,0,1881,0.427,ersan ilyasova,2015-16,683,0,52
61,2.2,0.2,107,336,47.8,5,130,0,79,226,F,No,0,2190,0.512,matt barnes,2015-16,755,0,76
8,0.4,-1.5,114,220,48.7,1,136,5,77,194,G,No,0,2552,0.207,jordan clarkson,2015-16,865,0,87
32,1.9,-1.3,108,657,49.6,8,94,0,81,250,F,No,0,2286,0.207,julius randle,2015-16,913,0,57
38,3.8,0.3,102,613,50,8,118,0,82,251,F,No,0,2424,0.695,kevin love,2015-16,1028,0,62
60,1.5,-1.4,107,346,51.7,10,75,0,80,228,F,No,0,1694,0.402,kenneth faried,2015-16,667,0,34
27,1.8,-0.3,106,243,45.9,0,75,0,81,289,F,No,0,1662,0.695,glen davis,2013-14,690,0,61
21,1.9,-0.4,105,157,35.7,2,107,0,77,210,G,No,0,1697,0.5,oj mayo,2014-15,499,0,56
32,3.2,3.1,98,177,37.1,1,287,0,76,213,F,Yes,0.045,1648,0.671,tony allen,2014-15,464,0,126
7,1.7,-0.3,115,118,45,8,130,13,74,200,G,No,0,1759,0.537,gabe vincent,2022-23,674,0,61
23,1.8,0.6,104,140,38.2,1,93,0,79,192,G,No,0,1468,0.817,shaun livingston,2014-15,505,0,46
6,1.1,0.8,105,77,38.5,1,72,0,76,200,G,No,0,973,0.622,cj mccollum,2014-15,348,0,42
6,1.2,-0.3,102,157,42.4,4,40,0,82,228,F,No,0,824,0.671,jon leuer,2014-15,311,0,18
27,1.6,1.7,104,195,40,2,114,0,79,210,G,No,0,1286,0.549,andre roberson,2014-15,462,0,54
50,1.7,-0.5,112,197,49.2,6,82,21,80,207,G,No,0,1560,0.278,josh jackson,2020-21,614,0,56
20,0.7,-1,109,222,41.3,6,63,0,79,240,F,No,0,1287,0.207,quincy acy,2014-15,400,0,26
31,1.7,0.3,111,189,44.2,2,101,29,77,195,G,No,0,1730,0.486,garrett temple,2019-20,665,0,50
15,1.3,0.8,108,122,39.2,6,150,0,75,192,G,No,0,1685,0.61,devin harris,2014-15,492,0,76
13,1.2,-0.1,107,145,40.8,13,58,0,79,200,F,No,0,1412,0.61,tony snell,2014-15,449,0,26
114,3.4,3.3,97,402,41.6,1,104,0,84,260,C,Yes,0.048,1583,0.817,andrew bogut,2014-15,729,0,40
43,1.7,0.2,110,174,44,1,75,38,79,215,F,No,0,1503,0.659,torrey craig,2018-19,575,0,36
103,5.2,2.8,97,533,38.7,1,237,18,79,230,F,Yes,0.491,2490,0.817,draymond green,2014-15,1099,0,126
28,1.3,-0.3,108,145,39.3,0,93,0,80,206,G,No,0,1776,0.22,hollis thompson,2014-15,540,0,57
197,4.2,2.3,100,523,40.7,1,202,11,82,220,F,Yes,0.166,2455,0.549,anthony davis,2014-15,988,0,102
18,1.4,-1.4,108,161,40,0,127,0,76,220,G,No,0,1971,0.451,dwyane wade,2014-15,465,0,73
19,1.7,-0.8,109,237,43.5,6,38,20,82,240,F,No,0,1725,0.793,ryan anderson,2017-18,620,0,26
7,1.1,-0.9,109,120,40.5,0,130,0,69,185,G,No,0,1726,0.488,isaiah thomas,2014-15,447,0,60
39,1.9,0.1,104,258,39,0,69,0,80,230,F,No,0,1564,0.463,trevor booker,2014-15,546,0,39
13,0.9,-0.2,107,86,39.5,0,21,0,82,235,C,No,0,935,0.671,matt bonner,2014-15,372,0,6
55,1.7,2.3,102,211,51.1,22,62,0,86,245,C,No,0,905,0.402,salah mejri,2016-17,395,0,28
42,1.2,0.6,103,117,42.5,8,30,0,79,260,F,No,0,878,0.402,jason maxiell,2014-15,318,0,18
15,1.7,-0.1,110,162,48.8,0,100,0,76,205,G,No,0,1966,0.5,rodney mcgruder,2016-17,633,0,46
74,3.1,2,102,427,42,0,105,0,83,232,C,Yes,0.006,2049,0.61,joakim noah,2014-15,934,0,47
65,1.5,0.3,105,135,40.4,17,72,0,78,205,G,No,0,1352,0.683,kj mcdaniels,2014-15,450,0,41
7,1.2,-0.2,107,96,41,7,75,0,73,173,G,No,0,1330,0.402,brian roberts,2014-15,437,0,36
15,2,0.4,104,189,40.4,3,121,0,75,200,G,No,0,1717,0.5,jerryd bayless,2014-15,512,0,61
32,1.7,0.3,109,176,41.3,1,135,11,77,200,G,No,0,2334,0.585,courtney lee,2015-16,698,0,87
19,1.7,0.2,106,220,40.7,35,108,0,81,230,F,No,0,1838,0.61,mike dunleavy,2014-15,509,0,38
15,1.8,1.3,104,148,42,1,95,0,75,190,G,No,0,1444,0.671,cory joseph,2014-15,512,0,44
16,1.7,0.4,108,176,44.6,1,147,0,78,195,G,No,0,1951,0.5,garrett temple,2015-16,662,0,71
74,2.1,0.1,104,234,41.7,4,78,0,81,225,F,No,0,1692,0.61,taj gibson,2014-15,686,0,37
15,1,-0.7,109,146,41.5,4,136,0,74,175,G,No,0,1831,0.549,norris cole,2014-15,448,0,59
189,4.3,2.5,98,510,42.9,11,154,0,85,245,C,Yes,0.051,2158,0.463,rudy gobert,2014-15,944,0,66
48,1.7,0.3,104,244,49.7,5,35,0,82,260,C,No,0,1233,0.537,aron baynes,2015-16,597,0,24
51,4.4,3.1,96,376,43.4,0,295,0,79,230,F,Yes,0.516,2033,0.671,kawhi leonard,2014-15,574,1,147
29,2.8,0.3,104,154,40.3,2,234,22,74,181,G,No,0,2228,0.732,jeff teague,2014-15,595,0,124
54,1.7,0.3,103,201,44.3,5,19,0,82,278,C,No,0,1235,0.561,kevin seraphin,2014-15,494,0,8
31,1.7,0.7,104,223,42.2,2,47,0,82,270,C,No,0,1207,0.72,kendrick perkins,2013-14,465,0,25
0,1.7,1.2,106,110,46.2,34,181,0,73,210,G,No,0,1428,0.72,derek fisher,2013-14,405,0,72
0,0.7,-0.9,109,121,42.9,2,60,0,75,190,G,No,0,1188,0.561,ramon sessions,2014-15,350,0,32
16,3.2,1.6,105,324,42.4,15,304,22,72,175,G,Yes,0.002,2857,0.683,chris paul,2014-15,761,0,156
0,0.1,-1.8,114,179,41.3,1,78,0,76,200,G,No,0,1675,0.256,wayne ellington,2014-15,494,0,32
6,0.9,-0.2,109,92,41.1,0,131,0,76,210,G,No,0,1462,0.39,jodie meeks,2014-15,404,0,60
57,1.7,-0.4,108,374,47.2,0,96,0,83,250,F,No,0,2007,0.341,jason thompson,2013-14,739,0,32
8,3.5,1.1,102,299,40.3,12,203,9,79,225,G,No,0,2378,0.5,khris middleton,2014-15,719,0,117
13,1.6,-1.3,112,159,47.7,1,99,26,74,190,G,No,0,1962,0.603,kendrick nunn,2019-20,734,0,53
14,0.5,-1.7,111,169,43.4,25,53,0,81,248,F,No,0,1192,0.354,carl landry,2014-15,415,0,14
48,2.9,1,105,365,44.3,9,220,9,80,250,F,Yes,0.005,2493,0.646,lebron james,2014-15,537,0,109
23,2.8,1.4,103,213,42,1,165,0,78,215,G,No,0,2069,0.817,andre iguodala,2014-15,583,0,92
132,2.4,2.2,98,188,43.9,0,54,0,83,230,C,No,0,1228,0.5,john henson,2014-15,592,0,26
39,2.9,1.4,103,328,42.6,6,132,0,81,237,F,No,0,2035,0.402,marvin williams,2014-15,665,0,70
28,1.6,1.5,110,189,44.6,0,148,59,76,190,G,No,0,1430,0.268,shaquille harrison,2018-19,607,0,85
8,1.6,1.1,106,153,42.3,1,133,0,80,216,G,No,0,1673,0.463,joe ingles,2014-15,440,0,68
0,1.1,-1.1,106,154,43.7,3,35,0,80,237,F,No,0,1123,0.732,mike scott,2014-15,357,0,27
13,1.6,-0.1,111,178,45.2,3,47,29,76,200,F,No,0,1550,0.585,rodney mcgruder,2018-19,531,0,32
52,1.6,3.3,101,197,49.1,13,61,13,82,238,F,No,0,805,0.476,eric moreland,2017-18,397,0,32
20,2,-0.1,106,246,42.5,0,166,0,80,230,F,No,0,1916,0.22,luc mbah a moute,2014-15,722,0,80
14,1.6,0.4,106,193,47.7,6,43,14,82,231,F,No,0,1134,0.585,jonas jerebko,2017-18,417,0,21
18,1.4,0.7,107,169,42.4,2,154,0,77,220,G,No,0,1545,0.646,iman shumpert,2014-15,500,0,78
69,1.6,1.7,104,196,42.7,5,133,0,81,250,F,No,0,1370,0.598,james johnson,2014-15,522,0,55
36,1.6,-0.5,107,332,50.8,2,101,0,83,240,C,No,0,1324,0.378,willy hernangomez,2016-17,646,0,43
0,1.6,0.3,106,103,46.7,11,117,0,73,179,G,No,0,1499,0.488,raul neto,2015-16,552,0,65
21,1.6,-0.4,103,209,43.6,2,37,0,82,260,C,No,0,1122,0.671,aron baynes,2014-15,466,0,14
43,1.6,0.5,102,200,45.5,1,41,0,81,255,F,No,0,1070,0.463,lavoy allen,2014-15,433,0,12
31,2.6,0.6,104,185,41.3,11,204,0,73,184,G,No,0,2119,0.402,kemba walker,2014-15,818,0,87
62,3.1,-0.1,104,220,41.7,2,124,0,79,215,G,No,0,2455,0.817,klay thompson,2014-15,760,0,85
60,1.6,-0.1,107,297,46.6,5,101,0,81,240,F,No,0,1979,0.598,amir johnson,2014-15,830,0,45
14,2.8,0.4,104,273,45.3,7,197,0,80,212,F,Yes,0.002,2189,0.732,demarre carroll,2014-15,790,0,91
16,4.1,1.7,101,285,41.6,5,309,18,75,190,G,No,0,2613,0.817,stephen curry,2014-15,783,0,160
51,1.5,0.7,104,228,44.4,1,31,0,85,245,F,No,0,1274,0.683,spencer hawes,2014-15,570,0,22
180,5.4,0.7,98,829,46.2,0,154,11,83,265,C,Yes,0.405,2820,0.683,deandre jordan,2014-15,1211,0,82
16,1.5,-1.1,107,134,42.8,0,128,7,72,161,G,No,0,1885,0.61,aaron brooks,2014-15,626,0,57
64,1.4,0.6,106,149,43.4,3,99,0,80,210,F,No,0,1377,0.22,jerami grant,2014-15,482,0,38
7,1.6,1.6,104,114,34.9,3,107,0,78,213,G,No,0,1173,0.61,nick calathes,2013-14,338,0,61
32,1.5,0.7,112,185,46.6,3,138,27,77,205,G,No,0,1519,0.561,javonte green,2021-22,556,0,65
13,1.5,1.2,112,112,44.9,7,176,37,70,195,G,No,0,1425,0.653,facundo campazzo,2020-21,552,0,76
25,1.5,0.3,109,190,42.2,0,107,24,81,210,F,No,0,1294,0.512,rodions kurucs,2018-19,526,0,43
12,0.7,-1.2,111,131,43.6,4,68,0,76,215,G,No,0,2018,0.549,eric gordon,2014-15,488,0,49
8,1.5,0,112,223,49.4,12,118,63,72,180,G,No,0,2282,0.293,yogi ferrell,2017-18,749,0,66
37,1.5,0.5,106,222,42,13,32,0,82,260,C,No,0,1163,0.451,aron baynes,2016-17,495,0,15
13,1.3,0,108,101,43.1,13,77,0,76,190,G,No,0,1610,0.61,kirk hinrich,2014-15,536,0,46
116,3.4,1.2,102,378,41.1,4,170,0,81,225,F,No,0,2300,0.683,josh smith,2014-15,1040,0,83
21,1.5,0,108,188,42.8,1,122,5,78,225,G,No,0,2080,0.646,jr smith,2014-15,551,0,84
49,1.5,0,105,203,48.4,9,34,0,83,245,F,No,0,1031,0.5,willie reed,2016-17,413,0,21
24,2.3,0,106,237,42.2,3,114,0,77,215,G,No,0,2315,0.402,gerald henderson,2014-15,694,0,48
21,1.6,-0.3,105,170,43.7,3,97,0,79,215,F,No,0,1505,0.561,rasual butler,2014-15,554,0,28
14,0.2,-1,113,77,43.7,0,38,0,78,205,G,No,0,1127,0.354,nik stauskas,2014-15,442,0,21
41,2.1,-0.2,103,294,45.6,7,88,0,81,260,F,No,0,1566,0.488,jared sullinger,2014-15,620,0,46
22,1.5,0,104,211,42.9,6,38,0,82,231,F,No,0,1176,0.585,jonas jerebko,2015-16,415,0,22
7,1.1,0.2,109,173,44.1,14,121,0,78,220,G,No,0,1744,0.463,alan anderson,2014-15,531,0,58
25,2.1,0,101,298,43.7,0,75,0,81,235,F,No,0,1345,0.561,kris humphries,2014-15,515,0,31
45,2.4,0.4,106,289,42.5,0,110,6,79,212,G,No,0,2418,0.732,kyle korver,2014-15,858,0,52
16,2.1,0.2,106,217,43.1,0,238,9,81,186,G,No,0,2087,0.683,corey brewer,2014-15,617,0,111
100,3.2,1.5,101,562,44.6,1,157,0,83,270,C,No,0,2013,0.354,demarcus cousins,2014-15,864,0,88
15,1.5,0.6,106,106,40.3,7,168,0,74,185,G,No,0,1641,0.683,jason terry,2014-15,491,0,68
142,4.2,2.3,99,426,46.9,2,273,16,83,228,C,Yes,0.002,2311,0.22,nerlens noel,2014-15,951,0,135
13,1.2,-1.2,109,106,43.7,1,121,0,77,200,G,No,0,1703,0.683,jamal crawford,2014-15,378,0,58
12,2.5,-0.3,104,216,43.2,1,137,11,75,189,G,No,0,2035,0.476,brandon knight,2014-15,579,0,87
39,3,1.2,104,265,46.8,13,234,11,79,220,G,Yes,0.011,2513,0.61,jimmy butler,2014-15,729,0,117
7,2.2,0.2,105,212,43.3,1,116,0,77,205,G,No,0,1874,0.463,rodney stuckey,2014-15,563,0,57
20,2.2,1.5,104,161,43.4,2,213,0,76,220,G,No,0,1808,0.488,marcus smart,2014-15,551,0,99
24,2.2,-0.1,107,156,41.9,7,273,19,75,185,G,No,0,2699,0.61,monta ellis,2014-15,841,0,152
26,1.2,0.9,105,160,46.4,5,52,0,82,255,F,No,0,1101,0.549,nick collison,2014-15,457,0,33
50,2.2,1.4,102,265,43.6,0,53,0,84,240,F,No,0,1487,0.402,cody zeller,2014-15,614,0,31
57,1.5,-0.2,108,391,48.1,6,68,0,83,250,F,No,0,1991,0.354,jason thompson,2014-15,759,0,32
13,0.6,-2.3,112,152,43.5,19,114,0,73,198,G,No,0,1980,0.402,mo williams,2014-15,669,0,47
7,1.5,-0.8,109,169,44.9,1,122,0,79,197,G,No,0,2177,0.488,kevin martin,2013-14,544,0,68
99,3.6,1.5,102,413,43.4,1,123,0,82,250,C,No,0,2318,0.732,al horford,2014-15,888,0,68
56,4.2,1.8,103,384,42.3,1,309,18,77,225,G,No,0,2981,0.683,james harden,2014-15,974,0,152
7,1.5,-0.9,109,182,50.7,0,138,0,77,205,G,No,0,1936,0.659,ray allen,2013-14,550,0,51
7,1.4,-0.4,116,186,49.1,0,41,10,77,210,G,No,0,1506,0.549,damion lee,2022-23,552,0,29
47,4.2,1,102,330,43.1,0,243,18,76,195,G,No,0,2837,0.561,john wall,2014-15,795,0,134
8,1.4,-1.2,106,135,44.2,0,97,0,73,168,G,No,0,1516,0.732,dennis schroder,2014-15,412,0,45
16,1.4,-0.7,109,226,42.5,3,123,9,75,200,G,No,0,2241,0.463,jarrett jack,2014-15,786,0,71
39,1.4,-0.1,113,224,46,1,73,19,79,221,F,No,0,1596,0.78,torrey craig,2021-22,683,0,47
34,1.8,-0.6,108,357,43.4,0,111,0,81,235,F,No,0,2369,0.305,tobias harris,2014-15,739,0,68
25,1.5,0.7,100,176,45.8,0,64,0,81,275,C,No,0,854,0.683,joey dorsey,2014-15,389,0,37
126,3.3,0.6,102,411,42,13,112,0,82,262,F,No,0,2280,0.463,derrick favors,2014-15,946,0,59
24,2,0.7,104,221,44.1,1,159,0,78,235,F,No,0,1647,0.488,jae crowder,2014-15,574,0,72
7,0.9,0,108,158,44.9,1,68,0,79,234,F,No,0,1244,0.61,richard jefferson,2014-15,430,0,28
20,1.4,0.6,110,147,39.2,1,62,20,79,195,F,No,0,1233,0.512,wes iwundu,2018-19,464,0,27
53,2.1,0.2,107,251,42.7,5,139,5,79,226,F,No,0,2271,0.683,matt barnes,2014-15,837,0,68
20,1.4,-0.2,110,201,43,1,46,22,81,230,F,No,0,1358,0.659,juancho hernangomez,2018-19,535,0,27
38,1.4,0.2,107,177,47.8,3,86,20,83,262,C,No,0,1145,0.524,ian mahinmi,2017-18,573,0,38
28,1.4,0.2,110,237,48.7,0,102,43,76,209,F,No,0,1646,0.329,david nwaba,2017-18,659,0,56
24,1.7,-0.8,108,151,43.8,19,169,7,76,225,G,No,0,2208,0.549,dion waiters,2014-15,685,0,87
0,0.9,-1.6,110,141,43.9,5,75,9,72,183,G,No,0,1964,0.549,dj augustin,2014-15,579,0,49
6,1.4,-0.2,110,139,42,11,110,0,73,170,G,No,0,1525,0.415,tim frazier,2016-17,541,0,58
8,0.9,0.2,110,147,44.1,8,156,12,71,175,G,No,0,1865,0.207,shane larkin,2014-15,603,0,90
7,1.4,0.1,109,207,46.3,11,105,0,75,200,G,No,0,2024,0.39,jose calderon,2015-16,704,0,65
15,1.4,0.6,105,189,41.1,35,77,0,82,231,F,No,0,1230,0.488,jonas jerebko,2014-15,487,0,44
16,3.9,1.1,103,382,49,4,304,20,80,215,F,Yes,0.005,2930,0.683,trevor ariza,2014-15,745,0,154
89,3.9,2,100,289,43.1,5,180,17,78,215,G,No,0,2312,0.671,danny green,2014-15,823,0,97
8,1.4,0,107,121,44.2,1,87,0,75,172,G,No,0,1529,0.622,steve blake,2014-15,541,0,40
58,2,1.5,102,228,44.6,1,138,0,81,215,F,No,0,1366,0.61,alfarouq aminu,2014-15,523,0,65
36,1.4,-1.1,106,302,48.3,2,64,0,81,242,F,No,0,1411,0.366,jj hickson,2014-15,627,0,36
19,2.4,0.2,105,184,44.3,14,170,11,77,207,G,No,0,2107,0.561,bradley beal,2014-15,653,0,76
41,1.3,-0.7,110,301,43.5,15,142,5,80,230,F,No,0,2408,0.354,rudy gay,2014-15,765,0,68
49,2,0,105,319,46.8,0,39,0,84,253,C,No,0,1731,0.488,tyler zeller,2014-15,856,0,16
33,2.9,0.3,103,289,44.5,8,200,13,78,190,G,No,0,2149,0.5,michael carterwilliams,2014-15,598,0,112
38,2.1,0.9,102,211,45.8,8,98,0,84,238,C,No,0,1423,0.488,kelly olynyk,2014-15,653,0,64
49,2.9,0.5,106,351,43,5,315,16,73,195,G,No,0,2800,0.476,eric bledsoe,2014-15,992,0,130
16,2.8,0.8,104,377,44.4,6,144,7,79,220,G,No,0,2260,0.488,evan turner,2014-15,816,0,82
16,2.6,0.5,105,244,43.9,11,119,0,79,225,F,No,0,2381,0.463,solomon hill,2014-15,797,0,66
8,1.4,-0.3,109,177,47.9,0,51,0,80,218,F,No,0,1707,0.61,mike miller,2013-14,476,0,25
20,2.5,0.9,102,261,46.4,2,122,0,83,250,F,No,0,1693,0.561,nene,2014-15,584,0,67
84,2.2,0.2,104,324,44.4,0,56,0,84,255,C,No,0,1771,0.549,steven adams,2014-15,811,0,35
6,0.8,-0.9,110,113,45.2,6,77,0,72,190,G,No,0,1407,0.366,jameer nelson,2014-15,465,0,44
16,0.8,-0.9,112,210,43.7,1,158,0,77,195,G,No,0,2670,0.354,ben mclemore,2014-15,908,0,74
33,1.3,0.1,113,170,46.2,0,78,11,81,205,F,No,0,1024,0.524,wenyen gabriel,2022-23,554,0,26
130,2.2,-0.7,105,321,46.3,2,70,0,84,275,C,No,0,2100,0.463,brook lopez,2014-15,1035,0,43
24,1.3,1.4,113,148,48.4,1,111,16,75,200,G,No,0,1106,0.427,jordan goodwin,2022-23,517,0,54
8,0.9,-1.6,111,145,44,7,73,5,76,190,G,No,0,2409,0.683,jj redick,2014-15,771,0,39
15,2.1,-0.6,107,195,44.9,4,164,15,74,180,G,No,0,2428,0.488,avery bradley,2014-15,644,0,85
37,2.9,-0.4,105,589,45.4,5,81,11,82,243,F,No,0,2532,0.646,kevin love,2014-15,1014,0,52
23,1.3,1.3,111,94,42.8,8,128,15,70,195,G,No,0,1184,0.585,facundo campazzo,2021-22,400,0,58
6,1.3,0.9,113,128,48.7,11,114,27,73,180,G,No,0,1403,0.472,raul neto,2020-21,565,0,69
31,1.3,-0.9,113,342,47.6,0,66,40,80,245,F,No,0,1724,0.39,jabari parker,2018-19,706,0,43
35,1,-0.9,107,219,46.8,0,66,0,82,245,C,No,0,1245,0.61,amare stoudemire,2014-15,504,0,29
13,1.3,0.5,110,144,45.3,13,128,45,74,190,G,No,0,1421,0.268,mario chalmers,2017-18,437,0,79
14,2.1,1,104,175,45.9,16,127,0,79,225,F,No,0,1717,0.5,jared dudley,2014-15,525,0,71
31,2.4,-0.7,106,264,44.2,1,91,0,81,235,F,No,0,2454,0.671,jeff green,2014-15,799,0,55
14,1,-1.2,109,371,46.2,3,98,0,81,258,F,No,0,1692,0.256,carlos boozer,2014-15,554,0,43
6,1.8,-0.1,105,238,46.6,6,82,0,77,230,G,No,0,1573,0.402,lance stephenson,2014-15,393,0,35
29,1.5,-0.7,105,238,48.3,6,74,0,82,248,C,No,0,1399,0.22,henry sims,2014-15,515,0,36
107,4.2,0.9,100,537,44.1,12,101,0,83,240,C,No,0,2453,0.561,marcin gortat,2014-15,1120,0,49
65,1.3,2.8,102,161,45.8,11,37,15,86,235,C,No,0,729,0.293,salah mejri,2017-18,419,0,24
21,1.6,-1.1,109,273,44.3,1,106,0,81,220,F,No,0,2421,0.451,luol deng,2014-15,879,0,64
8,0.9,-1.4,110,194,45.4,0,82,0,78,200,G,No,0,1991,0.598,greivis vasquez,2014-15,579,0,49
14,1,-1.5,108,153,45.8,4,72,0,80,210,G,No,0,1446,0.476,gerald green,2014-15,452,0,43
16,3,-0.1,104,336,45.3,5,120,0,80,225,F,No,0,2318,0.817,harrison barnes,2014-15,763,0,57
26,1.3,0.8,111,152,44.5,3,170,0,78,195,G,No,0,1728,0.39,garrett temple,2016-17,642,0,84
30,2.9,0.5,105,319,45.5,34,235,15,80,225,F,No,0,2618,0.463,gordon hayward,2014-15,609,0,106
34,2.4,0.2,106,382,45.6,6,142,6,82,251,F,No,0,2356,0.683,blake griffin,2014-15,889,0,60
15,1.6,-1.3,108,173,45.2,1,135,9,73,185,G,No,0,2288,0.463,trey burke,2014-15,692,0,68
40,0.7,-1.4,111,226,45.7,0,58,0,84,245,F,No,0,1785,0.207,jason smith,2014-15,676,0,32
8,1.6,0.3,105,123,45.7,23,103,0,75,205,G,No,0,1494,0.671,beno udrih,2014-15,578,0,47
16,1.3,0,109,213,46.4,6,57,0,82,231,F,No,0,1232,0.646,jonas jerebko,2016-17,470,0,23
98,1.8,1.6,104,193,46.1,0,117,0,82,210,F,No,0,1449,0.476,brandan wright,2014-15,621,0,52
71,3.7,-0.3,102,549,44.4,2,106,0,83,240,F,No,0,2512,0.622,lamarcus aldridge,2014-15,988,0,50
16,1.5,-0.8,110,331,45.3,2,164,0,79,240,F,No,0,2791,0.463,joe johnson,2014-15,755,0,56
17,0.7,-1.2,105,119,48,1,17,0,83,232,F,No,0,678,0.61,charlie villanueva,2014-15,279,0,12
8,1,0.1,109,175,45.9,8,95,0,79,228,F,No,0,1623,0.39,caron butler,2014-15,486,0,47
156,4.3,-0.7,100,667,47.1,0,158,0,83,279,C,No,0,2502,0.39,andre drummond,2014-15,1053,0,74
20,1.7,-0.4,108,259,45.6,2,116,0,81,227,F,No,0,2186,0.61,chandler parsons,2014-15,574,0,66
7,1.3,-0.5,108,99,44.6,0,76,0,75,175,G,No,0,1137,0.817,ian clark,2016-17,312,0,36
14,0.9,-0.6,107,159,50.1,7,50,0,81,250,F,No,0,1058,0.598,tyler hansbrough,2014-15,359,0,28
14,2.7,0.2,104,180,44.8,8,175,10,73,175,G,No,0,2225,0.671,mike conley,2014-15,752,0,91
25,3.3,0.3,105,329,45.6,0,158,21,75,195,G,No,0,2925,0.622,damian lillard,2014-15,864,0,98
20,1.3,-0.9,109,208,45.4,3,128,0,75,200,G,No,0,2114,0.463,deron williams,2014-15,606,0,61
40,1.7,0.2,108,306,45.5,6,130,0,81,235,F,No,0,2156,0.598,patrick patterson,2014-15,795,0,57
40,2.2,-0.2,107,334,45.1,10,203,14,78,220,G,No,0,2690,0.549,tyreke evans,2014-15,827,0,103
6,0.2,-1.3,113,165,46.7,6,112,0,79,209,F,No,0,1286,0.195,chase budinger,2014-15,433,0,44
7,0.4,-1.6,112,161,46.8,5,56,0,80,240,F,No,0,1462,0.354,derrick williams,2014-15,498,0,36
8,1,-0.9,111,192,46.6,1,177,9,71,195,G,No,0,2665,0.366,ty lawson,2014-15,668,0,90
0,1.3,-0.3,109,113,48.5,15,91,0,75,190,G,No,0,1248,0.524,malcolm delaney,2016-17,359,0,35
20,1.3,-0.1,107,187,48.6,0,38,0,81,266,F,No,0,1040,0.5,cristiano felicio,2016-17,500,0,26
104,2.1,1,103,312,46,1,75,0,85,255,C,No,0,1518,0.476,alex len,2014-15,752,0,34
46,2.8,1.3,102,341,46.6,0,82,0,81,250,F,No,0,1895,0.463,david west,2014-15,609,0,46
28,2.3,0.4,104,251,45.8,6,159,9,81,215,F,No,0,1956,0.22,robert covington,2014-15,601,0,97
41,2.7,0.2,105,396,46.3,6,213,10,82,245,F,No,0,2581,0.476,markieff morris,2014-15,902,0,98
15,1,-0.3,109,125,47.4,1,76,0,76,200,G,No,0,1563,0.683,austin rivers,2014-15,464,0,46
12,0.4,-0.9,112,135,47.5,7,96,0,77,185,G,No,0,1476,0.256,jordan clarkson,2014-15,484,0,53
12,1.4,-1.4,109,236,47.4,1,180,4,79,220,G,No,0,2100,0.598,demar derozan,2014-15,532,0,72
41,1.3,0.1,105,229,43.5,3,39,0,82,270,C,No,0,1148,0.646,kendrick perkins,2014-15,474,0,14
34,2.8,0,103,475,48.2,3,124,9,83,250,F,No,0,2137,0.39,greg monroe,2014-15,877,0,76
12,0.5,-0.3,110,99,48.8,12,44,0,81,225,F,No,0,830,0.549,luke babbitt,2014-15,324,0,19
13,3.2,1.2,103,364,46.3,0,249,18,75,200,G,No,0,2302,0.549,russell westbrook,2014-15,505,0,141
16,1,-0.7,109,104,46.5,26,73,0,78,190,G,No,0,1817,0.463,dante exum,2014-15,572,0,41
57,2.1,-1.4,106,383,47.4,1,52,0,81,238,C,No,0,2194,0.646,tristan thompson,2014-15,911,0,32
13,0.5,-1.1,111,128,48.5,36,86,0,75,190,G,No,0,1436,0.354,ray mccallum,2014-15,474,0,46
19,1.2,0.4,115,159,44.1,6,57,11,78,227,F,No,0,1195,0.537,anthony lamb,2022-23,560,0,31
14,1.2,-0.4,111,216,44.5,10,38,17,82,231,F,No,0,1218,0.695,jonas jerebko,2018-19,458,0,28
23,1.2,0,109,161,46.5,17,101,0,80,228,F,No,0,1743,0.549,kyle singler,2014-15,658,0,47
16,1.8,-0.4,109,209,46,0,175,12,77,205,G,No,0,2587,0.39,kentavious caldwellpope,2014-15,730,0,90
32,1.9,-0.5,106,259,46.7,3,78,0,80,250,F,No,0,1929,0.488,brandon bass,2014-15,696,0,40
40,1.2,0.9,108,138,46.5,2,39,12,80,243,F,No,0,908,0.598,daniel theis,2018-19,548,0,20
